match_date,day,match_hour,week,country,season,league,venue,team,gf,ga,opponent,result,goal_diff
2023-09-17,Sunday,15,5,France,2023/2024,Ligue 1,Home,Marseille,0,0,Toulouse,D,0
2023-09-24,Sunday,18,6,France,2023/2024,Ligue 1,Away,Marseille,0,4,PSG,L,-4
2023-09-30,Saturday,19,7,France,2023/2024,Ligue 1,Away,Marseille,2,3,Monaco,L,-1
2023-10-08,Sunday,11,8,France,2023/2024,Ligue 1,Home,Marseille,3,0,Le Havre,W,3
2023-10-21,Saturday,19,9,France,2023/2024,Ligue 1,Away,Marseille,0,1,Nice,L,-1
2023-11-04,Saturday,20,11,France,2023/2024,Ligue 1,Home,Marseille,0,0,Lille,D,0
2023-11-12,Sunday,19,12,France,2023/2024,Ligue 1,Away,Marseille,0,1,RC Lens,L,-1
2023-11-25,Saturday,20,13,France,2023/2024,Ligue 1,Away,Marseille,1,1,Strasbourg,D,0
2023-12-03,Sunday,19,14,France,2023/2024,Ligue 1,Home,Marseille,2,0,Stade Rennais,W,2
2023-12-06,Wednesday,20,10,France,2023/2024,Ligue 1,Home,Marseille,3,0,Olympique Lyon,W,3
2023-12-10,Sunday,19,15,France,2023/2024,Ligue 1,Away,Marseille,4,2,Lorient,W,2
2023-12-17,Sunday,16,16,France,2023/2024,Ligue 1,Home,Marseille,2,1,Clermont Foot,W,1
2023-12-20,Wednesday,20,17,France,2023/2024,Ligue 1,Away,Marseille,1,1,Montpellier,D,0
2024-01-12,Friday,20,18,France,2023/2024,Ligue 1,Home,Marseille,1,1,Strasbourg,D,0
2024-01-27,Saturday,20,19,France,2023/2024,Ligue 1,Home,Marseille,2,2,Monaco,D,0
2024-02-04,Sunday,19,20,France,2023/2024,Ligue 1,Away,Marseille,0,1,Olympique Lyon,L,-1
2024-02-09,Friday,20,21,France,2023/2024,Ligue 1,Home,Marseille,1,1,FC Metz,D,0
2024-02-18,Sunday,19,22,France,2023/2024,Ligue 1,Away,Marseille,0,1,Brest,L,-1
2024-02-25,Sunday,19,23,France,2023/2024,Ligue 1,Home,Marseille,4,1,Montpellier,W,3
2024-03-02,Saturday,20,24,France,2023/2024,Ligue 1,Away,Marseille,5,1,Clermont Foot,W,4
2024-03-10,Sunday,19,25,France,2023/2024,Ligue 1,Home,Marseille,2,0,Nantes,W,2
2024-03-17,Sunday,16,26,France,2023/2024,Ligue 1,Away,Marseille,0,2,Stade Rennais,L,-2
2024-03-31,Sunday,18,27,France,2023/2024,Ligue 1,Home,Marseille,0,2,PSG,L,-2
2024-04-05,Friday,19,28,France,2023/2024,Ligue 1,Away,Marseille,1,3,Lille,L,-2
2024-04-21,Sunday,17,30,France,2023/2024,Ligue 1,Away,Marseille,2,2,Toulouse,D,0
2024-04-24,Wednesday,19,29,France,2023/2024,Ligue 1,Home,Marseille,2,2,Nice,D,0
2024-04-28,Sunday,19,31,France,2023/2024,Ligue 1,Home,Marseille,2,1,RC Lens,W,1
2024-05-12,Sunday,19,33,France,2023/2024,Ligue 1,Home,Marseille,3,1,Lorient,W,2
2024-05-15,Wednesday,19,32,France,2023/2024,Ligue 1,Away,Marseille,0,1,Stade de Reims,L,-1
2024-05-19,Sunday,19,34,France,2023/2024,Ligue 1,Away,Marseille,2,1,Le Havre,W,1
2023-08-11,Friday,19,1,France,2023/2024,Ligue 1,Away,Lille,1,1,Nice,D,0
2023-08-20,Sunday,11,2,France,2023/2024,Ligue 1,Home,Lille,2,0,Nantes,W,2
2023-08-27,Sunday,15,3,France,2023/2024,Ligue 1,Away,Lille,1,4,Lorient,L,-3
2023-09-03,Sunday,13,4,France,2023/2024,Ligue 1,Home,Lille,1,0,Montpellier,W,1
2023-09-16,Saturday,15,5,France,2023/2024,Ligue 1,Away,Lille,2,2,Stade Rennais,D,0
2023-09-26,Tuesday,19,6,France,2023/2024,Ligue 1,Home,Lille,1,2,Stade de Reims,L,-1
2023-10-01,Sunday,13,7,France,2023/2024,Ligue 1,Away,Lille,2,0,Le Havre,W,2
2023-10-08,Sunday,15,8,France,2023/2024,Ligue 1,Away,Lille,1,1,RC Lens,D,0
2023-10-22,Sunday,13,9,France,2023/2024,Ligue 1,Home,Lille,1,0,Brest,W,1
2023-10-29,Sunday,14,10,France,2023/2024,Ligue 1,Home,Lille,2,0,Monaco,W,2
2023-11-04,Saturday,20,11,France,2023/2024,Ligue 1,Away,Lille,0,0,Marseille,D,0
2023-11-12,Sunday,14,12,France,2023/2024,Ligue 1,Home,Lille,1,1,Toulouse,D,0
2023-11-26,Sunday,19,13,France,2023/2024,Ligue 1,Away,Lille,2,0,Olympique Lyon,W,2
2023-12-03,Sunday,16,14,France,2023/2024,Ligue 1,Home,Lille,2,0,FC Metz,W,2
2023-12-10,Sunday,14,15,France,2023/2024,Ligue 1,Away,Lille,0,0,Clermont Foot,D,0
2023-12-17,Sunday,19,16,France,2023/2024,Ligue 1,Home,Lille,1,1,PSG,D,0
2023-12-20,Wednesday,20,17,France,2023/2024,Ligue 1,Away,Lille,1,2,Strasbourg,L,-1
2024-01-14,Sunday,12,18,France,2023/2024,Ligue 1,Home,Lille,3,0,Lorient,W,3
2024-01-28,Sunday,12,19,France,2023/2024,Ligue 1,Away,Lille,0,0,Montpellier,D,0
2024-02-04,Sunday,14,20,France,2023/2024,Ligue 1,Home,Lille,4,0,Clermont Foot,W,4
2024-02-10,Saturday,20,21,France,2023/2024,Ligue 1,Away,Lille,1,3,PSG,L,-2
2024-02-17,Saturday,16,22,France,2023/2024,Ligue 1,Home,Lille,3,0,Le Havre,W,3
2024-02-25,Sunday,14,23,France,2023/2024,Ligue 1,Away,Lille,1,3,Toulouse,L,-2
2024-03-02,Saturday,16,24,France,2023/2024,Ligue 1,Away,Lille,1,0,Stade de Reims,W,1
2024-03-10,Sunday,16,25,France,2023/2024,Ligue 1,Home,Lille,2,2,Stade Rennais,D,0
2024-03-17,Sunday,12,26,France,2023/2024,Ligue 1,Away,Lille,1,1,Brest,D,0
2024-03-29,Friday,20,27,France,2023/2024,Ligue 1,Home,Lille,2,1,RC Lens,W,1
2024-04-05,Friday,19,28,France,2023/2024,Ligue 1,Home,Lille,3,1,Marseille,W,2
2024-04-21,Sunday,13,30,France,2023/2024,Ligue 1,Home,Lille,1,0,Strasbourg,W,1
2024-04-24,Wednesday,19,29,France,2023/2024,Ligue 1,Away,Lille,0,1,Monaco,L,-1
2024-04-28,Sunday,11,31,France,2023/2024,Ligue 1,Away,Lille,2,1,FC Metz,W,1
2024-05-06,Monday,19,32,France,2023/2024,Ligue 1,Home,Lille,3,4,Olympique Lyon,L,-1
2024-05-12,Sunday,19,33,France,2023/2024,Ligue 1,Away,Lille,2,1,Nantes,W,1
2024-05-19,Sunday,19,34,France,2023/2024,Ligue 1,Home,Lille,2,2,Nice,D,0
2023-08-11,Friday,19,1,France,2023/2024,Ligue 1,Home,Nice,1,1,Lille,D,0
2023-08-20,Sunday,13,2,France,2023/2024,Ligue 1,Away,Nice,1,1,Lorient,D,0
2023-08-27,Sunday,18,3,France,2023/2024,Ligue 1,Home,Nice,0,0,Olympique Lyon,D,0
2023-09-03,Sunday,15,4,France,2023/2024,Ligue 1,Home,Nice,2,0,Strasbourg,W,2
2023-09-15,Friday,19,5,France,2023/2024,Ligue 1,Away,Nice,3,2,PSG,W,1
2023-09-22,Friday,19,6,France,2023/2024,Ligue 1,Away,Nice,1,0,Monaco,W,1
2023-10-01,Sunday,13,7,France,2023/2024,Ligue 1,Home,Nice,0,0,Brest,D,0
2023-10-07,Saturday,15,8,France,2023/2024,Ligue 1,Away,Nice,1,0,FC Metz,W,1
2023-10-21,Saturday,19,9,France,2023/2024,Ligue 1,Home,Nice,1,0,Marseille,W,1
2023-10-27,Friday,19,10,France,2023/2024,Ligue 1,Away,Nice,1,0,Clermont Foot,W,1
2023-11-05,Sunday,19,11,France,2023/2024,Ligue 1,Home,Nice,2,0,Stade Rennais,W,2
2023-11-10,Friday,20,12,France,2023/2024,Ligue 1,Away,Nice,0,0,Montpellier,D,0
2023-11-26,Sunday,12,13,France,2023/2024,Ligue 1,Home,Nice,1,0,Toulouse,W,1
2023-12-02,Saturday,20,14,France,2023/2024,Ligue 1,Away,Nice,0,1,Nantes,L,-1
2023-12-10,Sunday,12,15,France,2023/2024,Ligue 1,Home,Nice,2,1,Stade de Reims,W,1
2023-12-16,Saturday,16,16,France,2023/2024,Ligue 1,Away,Nice,1,3,Le Havre,L,-2
2023-12-20,Wednesday,20,17,France,2023/2024,Ligue 1,Home,Nice,2,0,RC Lens,W,2
2024-01-13,Saturday,20,18,France,2023/2024,Ligue 1,Away,Nice,0,2,Stade Rennais,L,-2
2024-01-27,Saturday,16,19,France,2023/2024,Ligue 1,Home,Nice,1,0,FC Metz,W,1
2024-02-04,Sunday,16,20,France,2023/2024,Ligue 1,Away,Nice,0,0,Brest,D,0
2024-02-11,Sunday,19,21,France,2023/2024,Ligue 1,Home,Nice,2,3,Monaco,L,-1
2024-02-16,Friday,20,22,France,2023/2024,Ligue 1,Away,Nice,0,1,Olympique Lyon,L,-1
2024-02-25,Sunday,14,23,France,2023/2024,Ligue 1,Home,Nice,0,0,Clermont Foot,D,0
2024-03-03,Sunday,12,24,France,2023/2024,Ligue 1,Away,Nice,1,2,Toulouse,L,-1
2024-03-08,Friday,20,25,France,2023/2024,Ligue 1,Home,Nice,1,2,Montpellier,L,-1
2024-03-16,Saturday,20,26,France,2023/2024,Ligue 1,Away,Nice,3,1,RC Lens,W,2
2024-03-31,Sunday,13,27,France,2023/2024,Ligue 1,Home,Nice,1,2,Nantes,L,-1
2024-04-07,Sunday,13,28,France,2023/2024,Ligue 1,Away,Nice,0,0,Stade de Reims,D,0
2024-04-19,Friday,19,30,France,2023/2024,Ligue 1,Home,Nice,3,0,Lorient,W,3
2024-04-24,Wednesday,19,29,France,2023/2024,Ligue 1,Away,Nice,2,2,Marseille,D,0
2024-04-28,Sunday,13,31,France,2023/2024,Ligue 1,Away,Nice,3,1,Strasbourg,W,2
2024-05-10,Friday,19,33,France,2023/2024,Ligue 1,Home,Nice,1,0,Le Havre,W,1
2024-05-15,Wednesday,19,32,France,2023/2024,Ligue 1,Home,Nice,1,2,PSG,L,-1
2024-05-19,Sunday,19,34,France,2023/2024,Ligue 1,Away,Nice,2,2,Lille,D,0
2023-08-13,Sunday,18,1,France,2023/2024,Ligue 1,Away,Olympique Lyon,1,2,Strasbourg,L,-1
2023-08-19,Saturday,17,2,France,2023/2024,Ligue 1,Home,Olympique Lyon,1,4,Montpellier,L,-3
2023-08-27,Sunday,18,3,France,2023/2024,Ligue 1,Away,Olympique Lyon,0,0,Nice,D,0
2023-09-03,Sunday,18,4,France,2023/2024,Ligue 1,Home,Olympique Lyon,1,4,PSG,L,-3
2023-09-17,Sunday,18,5,France,2023/2024,Ligue 1,Home,Olympique Lyon,0,0,Le Havre,D,0
2023-09-23,Saturday,19,6,France,2023/2024,Ligue 1,Away,Olympique Lyon,0,1,Brest,L,-1
2023-10-01,Sunday,11,7,France,2023/2024,Ligue 1,Away,Olympique Lyon,0,2,Stade de Reims,L,-2
2023-10-08,Sunday,13,8,France,2023/2024,Ligue 1,Home,Olympique Lyon,3,3,Lorient,D,0
2023-10-22,Sunday,18,9,France,2023/2024,Ligue 1,Home,Olympique Lyon,1,2,Clermont Foot,L,-1
2023-11-05,Sunday,12,11,France,2023/2024,Ligue 1,Home,Olympique Lyon,1,1,FC Metz,D,0
2023-11-12,Sunday,16,12,France,2023/2024,Ligue 1,Away,Olympique Lyon,1,0,Stade Rennais,W,1
2023-11-26,Sunday,19,13,France,2023/2024,Ligue 1,Home,Olympique Lyon,0,2,Lille,L,-2
2023-12-02,Saturday,16,14,France,2023/2024,Ligue 1,Away,Olympique Lyon,2,3,RC Lens,L,-1
2023-12-06,Wednesday,20,10,France,2023/2024,Ligue 1,Away,Olympique Lyon,0,3,Marseille,L,-3
2023-12-10,Sunday,16,15,France,2023/2024,Ligue 1,Home,Olympique Lyon,3,0,Toulouse,W,3
2023-12-15,Friday,20,16,France,2023/2024,Ligue 1,Away,Olympique Lyon,1,0,Monaco,W,1
2023-12-20,Wednesday,20,17,France,2023/2024,Ligue 1,Home,Olympique Lyon,1,0,Nantes,W,1
2024-01-14,Sunday,16,18,France,2023/2024,Ligue 1,Away,Olympique Lyon,1,3,Le Havre,L,-2
2024-01-26,Friday,20,19,France,2023/2024,Ligue 1,Home,Olympique Lyon,2,3,Stade Rennais,L,-1
2024-02-04,Sunday,19,20,France,2023/2024,Ligue 1,Home,Olympique Lyon,1,0,Marseille,W,1
2024-02-11,Sunday,16,21,France,2023/2024,Ligue 1,Away,Olympique Lyon,2,1,Montpellier,W,1
2024-02-16,Friday,20,22,France,2023/2024,Ligue 1,Home,Olympique Lyon,1,0,Nice,W,1
2024-02-23,Friday,20,23,France,2023/2024,Ligue 1,Away,Olympique Lyon,2,1,FC Metz,W,1
2024-03-03,Sunday,19,24,France,2023/2024,Ligue 1,Home,Olympique Lyon,0,3,RC Lens,L,-3
2024-03-09,Saturday,16,25,France,2023/2024,Ligue 1,Away,Olympique Lyon,2,0,Lorient,W,2
2024-03-15,Friday,20,26,France,2023/2024,Ligue 1,Away,Olympique Lyon,3,2,Toulouse,W,1
2024-03-30,Saturday,20,27,France,2023/2024,Ligue 1,Home,Olympique Lyon,1,1,Stade de Reims,D,0
2024-04-07,Sunday,18,28,France,2023/2024,Ligue 1,Away,Olympique Lyon,3,1,Nantes,W,2
2024-04-14,Sunday,18,29,France,2023/2024,Ligue 1,Home,Olympique Lyon,4,3,Brest,W,1
2024-04-21,Sunday,19,30,France,2023/2024,Ligue 1,Away,Olympique Lyon,1,4,PSG,L,-3
2024-04-28,Sunday,17,31,France,2023/2024,Ligue 1,Home,Olympique Lyon,3,2,Monaco,W,1
2024-05-06,Monday,19,32,France,2023/2024,Ligue 1,Away,Olympique Lyon,4,3,Lille,W,1
2024-05-12,Sunday,19,33,France,2023/2024,Ligue 1,Away,Olympique Lyon,1,0,Clermont Foot,W,1
2024-05-19,Sunday,19,34,France,2023/2024,Ligue 1,Home,Olympique Lyon,2,1,Strasbourg,W,1
2023-08-12,Saturday,19,1,France,2023/2024,Ligue 1,Home,PSG,0,0,Lorient,D,0
2023-08-19,Saturday,19,2,France,2023/2024,Ligue 1,Away,PSG,1,1,Toulouse,D,0
2023-08-26,Saturday,19,3,France,2023/2024,Ligue 1,Home,PSG,3,1,RC Lens,W,2
2023-09-03,Sunday,18,4,France,2023/2024,Ligue 1,Away,PSG,4,1,Olympique Lyon,W,3
2023-09-15,Friday,19,5,France,2023/2024,Ligue 1,Home,PSG,2,3,Nice,L,-1
2023-09-24,Sunday,18,6,France,2023/2024,Ligue 1,Home,PSG,4,0,Marseille,W,4
2023-09-30,Saturday,15,7,France,2023/2024,Ligue 1,Away,PSG,0,0,Clermont Foot,D,0
2023-10-08,Sunday,19,8,France,2023/2024,Ligue 1,Away,PSG,3,1,Stade Rennais,W,2
2023-10-21,Saturday,15,9,France,2023/2024,Ligue 1,Home,PSG,3,0,Strasbourg,W,3
2023-10-29,Sunday,12,10,France,2023/2024,Ligue 1,Away,PSG,3,2,Brest,W,1
2023-11-03,Friday,20,11,France,2023/2024,Ligue 1,Home,PSG,3,0,Montpellier,W,3
2023-11-11,Saturday,16,12,France,2023/2024,Ligue 1,Away,PSG,3,0,Stade de Reims,W,3
2023-11-24,Friday,20,13,France,2023/2024,Ligue 1,Home,PSG,5,2,Monaco,W,3
2023-12-03,Sunday,12,14,France,2023/2024,Ligue 1,Away,PSG,2,0,Le Havre,W,2
2023-12-09,Saturday,20,15,France,2023/2024,Ligue 1,Home,PSG,2,1,Nantes,W,1
2023-12-17,Sunday,19,16,France,2023/2024,Ligue 1,Away,PSG,1,1,Lille,D,0
2023-12-20,Wednesday,20,17,France,2023/2024,Ligue 1,Home,PSG,3,1,FC Metz,W,2
2024-01-14,Sunday,19,18,France,2023/2024,Ligue 1,Away,PSG,2,0,RC Lens,W,2
2024-01-28,Sunday,19,19,France,2023/2024,Ligue 1,Home,PSG,2,2,Brest,D,0
2024-02-02,Friday,20,20,France,2023/2024,Ligue 1,Away,PSG,2,1,Strasbourg,W,1
2024-02-10,Saturday,20,21,France,2023/2024,Ligue 1,Home,PSG,3,1,Lille,W,2
2024-02-17,Saturday,20,22,France,2023/2024,Ligue 1,Away,PSG,2,0,Nantes,W,2
2024-02-25,Sunday,16,23,France,2023/2024,Ligue 1,Home,PSG,1,1,Stade Rennais,D,0
2024-03-01,Friday,20,24,France,2023/2024,Ligue 1,Away,PSG,0,0,Monaco,D,0
2024-03-10,Sunday,12,25,France,2023/2024,Ligue 1,Home,PSG,2,2,Stade de Reims,D,0
2024-03-17,Sunday,19,26,France,2023/2024,Ligue 1,Away,PSG,6,2,Montpellier,W,4
2024-03-31,Sunday,18,27,France,2023/2024,Ligue 1,Away,PSG,2,0,Marseille,W,2
2024-04-06,Saturday,19,28,France,2023/2024,Ligue 1,Home,PSG,1,1,Clermont Foot,D,0
2024-04-21,Sunday,19,30,France,2023/2024,Ligue 1,Home,PSG,4,1,Olympique Lyon,W,3
2024-04-24,Wednesday,17,29,France,2023/2024,Ligue 1,Away,PSG,4,1,Lorient,W,3
2024-04-27,Saturday,19,31,France,2023/2024,Ligue 1,Home,PSG,3,3,Le Havre,D,0
2024-05-12,Sunday,19,33,France,2023/2024,Ligue 1,Home,PSG,1,3,Toulouse,L,-2
2024-05-15,Wednesday,19,32,France,2023/2024,Ligue 1,Away,PSG,2,1,Nice,W,1
2024-05-19,Sunday,19,34,France,2023/2024,Ligue 1,Away,PSG,2,0,FC Metz,W,2
2023-08-12,Saturday,19,1,France,2023/2024,Ligue 1,Away,Lorient,0,0,PSG,D,0
2023-08-20,Sunday,13,2,France,2023/2024,Ligue 1,Home,Lorient,1,1,Nice,D,0
2023-08-27,Sunday,15,3,France,2023/2024,Ligue 1,Home,Lorient,4,1,Lille,W,3
2023-09-03,Sunday,13,4,France,2023/2024,Ligue 1,Away,Lorient,0,3,Le Havre,L,-3
2023-09-17,Sunday,11,5,France,2023/2024,Ligue 1,Home,Lorient,2,2,Monaco,D,0
2023-09-23,Saturday,15,6,France,2023/2024,Ligue 1,Away,Lorient,3,5,Nantes,L,-2
2023-10-01,Sunday,15,7,France,2023/2024,Ligue 1,Home,Lorient,0,3,Montpellier,L,-3
2023-10-08,Sunday,13,8,France,2023/2024,Ligue 1,Away,Lorient,3,3,Olympique Lyon,D,0
2023-10-22,Sunday,11,9,France,2023/2024,Ligue 1,Home,Lorient,2,1,Stade Rennais,W,1
2023-10-28,Saturday,15,10,France,2023/2024,Ligue 1,Away,Lorient,0,1,Stade de Reims,L,-1
2023-11-04,Saturday,16,11,France,2023/2024,Ligue 1,Home,Lorient,0,0,RC Lens,D,0
2023-11-12,Sunday,14,12,France,2023/2024,Ligue 1,Away,Lorient,0,1,Clermont Foot,L,-1
2023-11-26,Sunday,14,13,France,2023/2024,Ligue 1,Home,Lorient,2,3,FC Metz,L,-1
2023-12-03,Sunday,14,14,France,2023/2024,Ligue 1,Away,Lorient,1,1,Toulouse,D,0
2023-12-10,Sunday,19,15,France,2023/2024,Ligue 1,Home,Lorient,2,4,Marseille,L,-2
2023-12-17,Sunday,14,16,France,2023/2024,Ligue 1,Home,Lorient,1,2,Strasbourg,L,-1
2023-12-20,Wednesday,20,17,France,2023/2024,Ligue 1,Away,Lorient,0,4,Brest,L,-4
2024-01-14,Sunday,12,18,France,2023/2024,Ligue 1,Away,Lorient,0,3,Lille,L,-3
2024-01-28,Sunday,14,19,France,2023/2024,Ligue 1,Home,Lorient,3,3,Le Havre,D,0
2024-02-04,Sunday,14,20,France,2023/2024,Ligue 1,Away,Lorient,2,1,FC Metz,W,1
2024-02-11,Sunday,14,21,France,2023/2024,Ligue 1,Home,Lorient,2,0,Stade de Reims,W,2
2024-02-18,Sunday,12,22,France,2023/2024,Ligue 1,Away,Lorient,3,1,Strasbourg,W,2
2024-02-24,Saturday,16,23,France,2023/2024,Ligue 1,Home,Lorient,0,1,Nantes,L,-1
2024-03-03,Sunday,16,24,France,2023/2024,Ligue 1,Away,Lorient,2,1,Stade Rennais,W,1
2024-03-09,Saturday,16,25,France,2023/2024,Ligue 1,Home,Lorient,0,2,Olympique Lyon,L,-2
2024-03-17,Sunday,14,26,France,2023/2024,Ligue 1,Away,Lorient,2,2,Monaco,D,0
2024-03-31,Sunday,11,27,France,2023/2024,Ligue 1,Home,Lorient,0,1,Brest,L,-1
2024-04-07,Sunday,13,28,France,2023/2024,Ligue 1,Away,Lorient,0,2,Montpellier,L,-2
2024-04-19,Friday,19,30,France,2023/2024,Ligue 1,Away,Lorient,0,3,Nice,L,-3
2024-04-24,Wednesday,17,29,France,2023/2024,Ligue 1,Home,Lorient,1,4,PSG,L,-3
2024-04-28,Sunday,13,31,France,2023/2024,Ligue 1,Home,Lorient,1,2,Toulouse,L,-1
2024-05-03,Friday,19,32,France,2023/2024,Ligue 1,Away,Lorient,0,2,RC Lens,L,-2
2024-05-12,Sunday,19,33,France,2023/2024,Ligue 1,Away,Lorient,1,3,Marseille,L,-2
2024-05-19,Sunday,19,34,France,2023/2024,Ligue 1,Home,Lorient,5,0,Clermont Foot,W,5
2023-08-13,Sunday,15,1,France,2023/2024,Ligue 1,Home,Stade Rennais,5,1,FC Metz,W,4
2023-08-20,Sunday,18,2,France,2023/2024,Ligue 1,Away,Stade Rennais,1,1,RC Lens,D,0
2023-08-27,Sunday,11,3,France,2023/2024,Ligue 1,Home,Stade Rennais,2,2,Le Havre,D,0
2023-09-02,Saturday,15,4,France,2023/2024,Ligue 1,Away,Stade Rennais,0,0,Brest,D,0
2023-09-16,Saturday,15,5,France,2023/2024,Ligue 1,Home,Stade Rennais,2,2,Lille,D,0
2023-09-24,Sunday,15,6,France,2023/2024,Ligue 1,Away,Stade Rennais,0,0,Montpellier,D,0
2023-10-01,Sunday,18,7,France,2023/2024,Ligue 1,Home,Stade Rennais,3,1,Nantes,W,2
2023-10-08,Sunday,19,8,France,2023/2024,Ligue 1,Home,Stade Rennais,1,3,PSG,L,-2
2023-10-22,Sunday,11,9,France,2023/2024,Ligue 1,Away,Stade Rennais,1,2,Lorient,L,-1
2023-10-29,Sunday,16,10,France,2023/2024,Ligue 1,Home,Stade Rennais,1,1,Strasbourg,D,0
2023-11-05,Sunday,19,11,France,2023/2024,Ligue 1,Away,Stade Rennais,0,2,Nice,L,-2
2023-11-12,Sunday,16,12,France,2023/2024,Ligue 1,Home,Stade Rennais,0,1,Olympique Lyon,L,-1
2023-11-26,Sunday,16,13,France,2023/2024,Ligue 1,Home,Stade Rennais,3,1,Stade de Reims,W,2
2023-12-03,Sunday,19,14,France,2023/2024,Ligue 1,Away,Stade Rennais,0,2,Marseille,L,-2
2023-12-09,Saturday,16,15,France,2023/2024,Ligue 1,Home,Stade Rennais,1,2,Monaco,L,-1
2023-12-17,Sunday,14,16,France,2023/2024,Ligue 1,Away,Stade Rennais,0,0,Toulouse,D,0
2023-12-20,Wednesday,20,17,France,2023/2024,Ligue 1,Away,Stade Rennais,3,1,Clermont Foot,W,2
2024-01-13,Saturday,20,18,France,2023/2024,Ligue 1,Home,Stade Rennais,2,0,Nice,W,2
2024-01-26,Friday,20,19,France,2023/2024,Ligue 1,Away,Stade Rennais,3,2,Olympique Lyon,W,1
2024-02-03,Saturday,16,20,France,2023/2024,Ligue 1,Home,Stade Rennais,2,1,Montpellier,W,1
2024-02-11,Sunday,12,21,France,2023/2024,Ligue 1,Away,Stade Rennais,1,0,Le Havre,W,1
2024-02-18,Sunday,14,22,France,2023/2024,Ligue 1,Home,Stade Rennais,3,1,Clermont Foot,W,2
2024-02-25,Sunday,16,23,France,2023/2024,Ligue 1,Away,Stade Rennais,1,1,PSG,D,0
2024-03-03,Sunday,16,24,France,2023/2024,Ligue 1,Home,Stade Rennais,1,2,Lorient,L,-1
2024-03-10,Sunday,16,25,France,2023/2024,Ligue 1,Away,Stade Rennais,2,2,Lille,D,0
2024-03-17,Sunday,16,26,France,2023/2024,Ligue 1,Home,Stade Rennais,2,0,Marseille,W,2
2024-03-31,Sunday,15,27,France,2023/2024,Ligue 1,Away,Stade Rennais,0,2,Strasbourg,L,-2
2024-04-07,Sunday,15,28,France,2023/2024,Ligue 1,Away,Stade Rennais,0,1,Monaco,L,-1
2024-04-13,Saturday,19,29,France,2023/2024,Ligue 1,Home,Stade Rennais,1,2,Toulouse,L,-1
2024-04-20,Saturday,15,30,France,2023/2024,Ligue 1,Away,Stade Rennais,3,0,Nantes,W,3
2024-04-28,Sunday,15,31,France,2023/2024,Ligue 1,Home,Stade Rennais,4,5,Brest,L,-1
2024-05-04,Saturday,17,32,France,2023/2024,Ligue 1,Away,Stade Rennais,3,2,FC Metz,W,1
2024-05-12,Sunday,19,33,France,2023/2024,Ligue 1,Home,Stade Rennais,1,1,RC Lens,D,0
2024-05-19,Sunday,19,34,France,2023/2024,Ligue 1,Away,Stade Rennais,1,2,Stade de Reims,L,-1
2023-08-13,Sunday,13,1,France,2023/2024,Ligue 1,Away,Le Havre,2,2,Montpellier,D,0
2023-08-20,Sunday,13,2,France,2023/2024,Ligue 1,Home,Le Havre,1,2,Brest,L,-1
2023-08-27,Sunday,11,3,France,2023/2024,Ligue 1,Away,Le Havre,2,2,Stade Rennais,D,0
2023-09-03,Sunday,13,4,France,2023/2024,Ligue 1,Home,Le Havre,3,0,Lorient,W,3
2023-09-17,Sunday,18,5,France,2023/2024,Ligue 1,Away,Le Havre,0,0,Olympique Lyon,D,0
2023-09-24,Sunday,13,6,France,2023/2024,Ligue 1,Home,Le Havre,2,1,Clermont Foot,W,1
2023-10-01,Sunday,13,7,France,2023/2024,Ligue 1,Home,Le Havre,0,2,Lille,L,-2
2023-10-08,Sunday,11,8,France,2023/2024,Ligue 1,Away,Le Havre,0,3,Marseille,L,-3
2023-10-20,Friday,19,9,France,2023/2024,Ligue 1,Home,Le Havre,0,0,RC Lens,D,0
2023-10-29,Sunday,14,10,France,2023/2024,Ligue 1,Away,Le Havre,0,0,FC Metz,D,0
2023-11-05,Sunday,14,11,France,2023/2024,Ligue 1,Away,Le Havre,2,1,Toulouse,W,1
2023-11-11,Saturday,20,12,France,2023/2024,Ligue 1,Home,Le Havre,0,0,Monaco,D,0
2023-11-26,Sunday,14,13,France,2023/2024,Ligue 1,Away,Le Havre,0,0,Nantes,D,0
2023-12-03,Sunday,12,14,France,2023/2024,Ligue 1,Home,Le Havre,0,2,PSG,L,-2
2023-12-10,Sunday,14,15,France,2023/2024,Ligue 1,Away,Le Havre,1,2,Strasbourg,L,-1
2023-12-16,Saturday,16,16,France,2023/2024,Ligue 1,Home,Le Havre,3,1,Nice,W,2
2023-12-20,Wednesday,20,17,France,2023/2024,Ligue 1,Away,Le Havre,0,1,Stade de Reims,L,-1
2024-01-14,Sunday,16,18,France,2023/2024,Ligue 1,Home,Le Havre,3,1,Olympique Lyon,W,2
2024-01-28,Sunday,14,19,France,2023/2024,Ligue 1,Away,Le Havre,3,3,Lorient,D,0
2024-02-04,Sunday,12,20,France,2023/2024,Ligue 1,Away,Le Havre,1,1,Monaco,D,0
2024-02-11,Sunday,12,21,France,2023/2024,Ligue 1,Home,Le Havre,0,1,Stade Rennais,L,-1
2024-02-17,Saturday,16,22,France,2023/2024,Ligue 1,Away,Le Havre,0,3,Lille,L,-3
2024-02-25,Sunday,14,23,France,2023/2024,Ligue 1,Home,Le Havre,1,2,Stade de Reims,L,-1
2024-03-03,Sunday,14,24,France,2023/2024,Ligue 1,Away,Le Havre,0,1,Brest,L,-1
2024-03-10,Sunday,14,25,France,2023/2024,Ligue 1,Home,Le Havre,1,0,Toulouse,W,1
