match_date,day,match_hour,week,country,season,league,venue,team,gf,ga,opponent,result,goal_diff
2023-10-23,Monday,19,9,England,2023/2024,Premier League,Away,Fulham,0,2,Tottenham,L,-2
2023-10-29,Sunday,14,10,England,2023/2024,Premier League,Away,Fulham,1,1,Brighton Hove,D,0
2023-11-04,Saturday,12,11,England,2023/2024,Premier League,Home,Fulham,0,1,Man United,L,-1
2023-11-12,Sunday,14,12,England,2023/2024,Premier League,Away,Fulham,1,3,Aston Villa,L,-2
2023-11-27,Monday,20,13,England,2023/2024,Premier League,Home,Fulham,3,2,Wolverhampton,W,1
2023-12-03,Sunday,14,14,England,2023/2024,Premier League,Away,Fulham,3,4,Liverpool,L,-1
2023-12-06,Wednesday,19,15,England,2023/2024,Premier League,Home,Fulham,5,0,Nottingham,W,5
2023-12-10,Sunday,14,16,England,2023/2024,Premier League,Home,Fulham,5,0,West Ham,W,5
2023-12-16,Saturday,15,17,England,2023/2024,Premier League,Away,Fulham,0,3,Newcastle,L,-3
2023-12-23,Saturday,15,18,England,2023/2024,Premier League,Home,Fulham,0,2,Burnley,L,-2
2023-12-26,Tuesday,15,19,England,2023/2024,Premier League,Away,Fulham,0,3,Bournemouth,L,-3
2023-12-31,Sunday,14,20,England,2023/2024,Premier League,Home,Fulham,2,1,Arsenal,W,1
2024-01-13,Saturday,12,21,England,2023/2024,Premier League,Away,Fulham,0,1,Chelsea,L,-1
2024-01-30,Tuesday,19,22,England,2023/2024,Premier League,Home,Fulham,0,0,Everton,D,0
2024-02-03,Saturday,15,23,England,2023/2024,Premier League,Away,Fulham,2,2,Burnley,D,0
2024-02-10,Saturday,15,24,England,2023/2024,Premier League,Home,Fulham,3,1,Bournemouth,W,2
2024-02-17,Saturday,15,25,England,2023/2024,Premier League,Home,Fulham,1,2,Aston Villa,L,-1
2024-02-24,Saturday,15,26,England,2023/2024,Premier League,Away,Fulham,2,1,Man United,W,1
2024-03-02,Saturday,15,27,England,2023/2024,Premier League,Home,Fulham,3,0,Brighton Hove,W,3
2024-03-09,Saturday,15,28,England,2023/2024,Premier League,Away,Fulham,1,2,Wolverhampton,L,-1
2024-03-16,Saturday,17,29,England,2023/2024,Premier League,Home,Fulham,3,0,Tottenham,W,3
2024-03-30,Saturday,15,30,England,2023/2024,Premier League,Away,Fulham,3,3,Sheffield Utd,D,0
2024-04-02,Tuesday,18,31,England,2023/2024,Premier League,Away,Fulham,1,3,Nottingham,L,-2
2024-04-06,Saturday,14,32,England,2023/2024,Premier League,Home,Fulham,0,1,Newcastle,L,-1
2024-04-14,Sunday,13,33,England,2023/2024,Premier League,Away,Fulham,2,0,West Ham,W,2
2024-04-21,Sunday,15,34,England,2023/2024,Premier League,Home,Fulham,1,3,Liverpool,L,-2
2024-04-27,Saturday,14,35,England,2023/2024,Premier League,Home,Fulham,1,1,Crystal Palace,D,0
2024-05-04,Saturday,14,36,England,2023/2024,Premier League,Away,Fulham,0,0,Brentford,D,0
2024-05-11,Saturday,11,37,England,2023/2024,Premier League,Home,Fulham,0,4,Man City,L,-4
2024-05-19,Sunday,15,38,England,2023/2024,Premier League,Away,Fulham,4,2,Luton Town,W,2
2023-08-13,Sunday,15,1,England,2023/2024,Premier League,Away,Liverpool,1,1,Chelsea,D,0
2023-08-19,Saturday,14,2,England,2023/2024,Premier League,Home,Liverpool,3,1,Bournemouth,W,2
2023-08-27,Sunday,15,3,England,2023/2024,Premier League,Away,Liverpool,2,1,Newcastle,W,1
2023-09-03,Sunday,13,4,England,2023/2024,Premier League,Home,Liverpool,3,0,Aston Villa,W,3
2023-09-16,Saturday,11,5,England,2023/2024,Premier League,Away,Liverpool,3,1,Wolverhampton,W,2
2023-09-24,Sunday,13,6,England,2023/2024,Premier League,Home,Liverpool,3,1,West Ham,W,2
2023-09-30,Saturday,16,7,England,2023/2024,Premier League,Away,Liverpool,1,2,Tottenham,L,-1
2023-10-08,Sunday,13,8,England,2023/2024,Premier League,Away,Liverpool,2,2,Brighton Hove,D,0
2023-10-21,Saturday,11,9,England,2023/2024,Premier League,Home,Liverpool,2,0,Everton,W,2
2023-10-29,Sunday,14,10,England,2023/2024,Premier League,Home,Liverpool,3,0,Nottingham,W,3
2023-11-05,Sunday,16,11,England,2023/2024,Premier League,Away,Liverpool,1,1,Luton Town,D,0
2023-11-12,Sunday,14,12,England,2023/2024,Premier League,Home,Liverpool,3,0,Brentford,W,3
2023-11-25,Saturday,12,13,England,2023/2024,Premier League,Away,Liverpool,1,1,Man City,D,0
2023-12-03,Sunday,14,14,England,2023/2024,Premier League,Home,Liverpool,4,3,Fulham,W,1
2023-12-06,Wednesday,19,15,England,2023/2024,Premier League,Away,Liverpool,2,0,Sheffield Utd,W,2
2023-12-09,Saturday,12,16,England,2023/2024,Premier League,Away,Liverpool,2,1,Crystal Palace,W,1
2023-12-17,Sunday,16,17,England,2023/2024,Premier League,Home,Liverpool,0,0,Man United,D,0
2023-12-23,Saturday,17,18,England,2023/2024,Premier League,Home,Liverpool,1,1,Arsenal,D,0
2023-12-26,Tuesday,17,19,England,2023/2024,Premier League,Away,Liverpool,2,0,Burnley,W,2
2024-01-01,Monday,20,20,England,2023/2024,Premier League,Home,Liverpool,4,2,Newcastle,W,2
2024-01-21,Sunday,16,21,England,2023/2024,Premier League,Away,Liverpool,4,0,Bournemouth,W,4
2024-01-31,Wednesday,20,22,England,2023/2024,Premier League,Home,Liverpool,4,1,Chelsea,W,3
2024-02-04,Sunday,16,23,England,2023/2024,Premier League,Away,Liverpool,1,3,Arsenal,L,-2
2024-02-10,Saturday,15,24,England,2023/2024,Premier League,Home,Liverpool,3,1,Burnley,W,2
2024-02-17,Saturday,12,25,England,2023/2024,Premier League,Away,Liverpool,4,1,Brentford,W,3
2024-02-21,Wednesday,19,26,England,2023/2024,Premier League,Home,Liverpool,4,1,Luton Town,W,3
2024-03-02,Saturday,15,27,England,2023/2024,Premier League,Away,Liverpool,1,0,Nottingham,W,1
2024-03-10,Sunday,15,28,England,2023/2024,Premier League,Home,Liverpool,1,1,Man City,D,0
2024-03-31,Sunday,13,30,England,2023/2024,Premier League,Home,Liverpool,2,1,Brighton Hove,W,1
2024-04-04,Thursday,18,31,England,2023/2024,Premier League,Home,Liverpool,3,1,Sheffield Utd,W,2
2024-04-07,Sunday,14,32,England,2023/2024,Premier League,Away,Liverpool,2,2,Man United,D,0
2024-04-14,Sunday,13,33,England,2023/2024,Premier League,Home,Liverpool,0,1,Crystal Palace,L,-1
2024-04-21,Sunday,15,34,England,2023/2024,Premier League,Away,Liverpool,3,1,Fulham,W,2
2024-04-24,Wednesday,19,29,England,2023/2024,Premier League,Away,Liverpool,0,2,Everton,L,-2
2024-04-27,Saturday,11,35,England,2023/2024,Premier League,Away,Liverpool,2,2,West Ham,D,0
2024-05-05,Sunday,15,36,England,2023/2024,Premier League,Home,Liverpool,4,2,Tottenham,W,2
2024-05-13,Monday,19,37,England,2023/2024,Premier League,Away,Liverpool,3,3,Aston Villa,D,0
2024-05-19,Sunday,15,38,England,2023/2024,Premier League,Home,Liverpool,2,0,Wolverhampton,W,2
2023-08-11,Friday,19,1,England,2023/2024,Premier League,Away,Man City,3,0,Burnley,W,3
2023-08-19,Saturday,19,2,England,2023/2024,Premier League,Home,Man City,1,0,Newcastle,W,1
2023-08-27,Sunday,13,3,England,2023/2024,Premier League,Away,Man City,2,1,Sheffield Utd,W,1
2023-09-02,Saturday,14,4,England,2023/2024,Premier League,Home,Man City,5,1,Fulham,W,4
2023-09-16,Saturday,14,5,England,2023/2024,Premier League,Away,Man City,3,1,West Ham,W,2
2023-09-23,Saturday,14,6,England,2023/2024,Premier League,Home,Man City,2,0,Nottingham,W,2
2023-09-30,Saturday,14,7,England,2023/2024,Premier League,Away,Man City,1,2,Wolverhampton,L,-1
2023-10-08,Sunday,15,8,England,2023/2024,Premier League,Away,Man City,0,1,Arsenal,L,-1
2023-10-21,Saturday,14,9,England,2023/2024,Premier League,Home,Man City,2,1,Brighton Hove,W,1
2023-10-29,Sunday,15,10,England,2023/2024,Premier League,Away,Man City,3,0,Man United,W,3
2023-11-04,Saturday,15,11,England,2023/2024,Premier League,Home,Man City,6,1,Bournemouth,W,5
2023-11-12,Sunday,16,12,England,2023/2024,Premier League,Away,Man City,4,4,Chelsea,D,0
2023-11-25,Saturday,12,13,England,2023/2024,Premier League,Home,Man City,1,1,Liverpool,D,0
2023-12-03,Sunday,16,14,England,2023/2024,Premier League,Home,Man City,3,3,Tottenham,D,0
2023-12-06,Wednesday,20,15,England,2023/2024,Premier League,Away,Man City,0,1,Aston Villa,L,-1
2023-12-10,Sunday,14,16,England,2023/2024,Premier League,Away,Man City,2,1,Luton Town,W,1
2023-12-16,Saturday,15,17,England,2023/2024,Premier League,Home,Man City,2,2,Crystal Palace,D,0
2023-12-27,Wednesday,20,19,England,2023/2024,Premier League,Away,Man City,3,1,Everton,W,2
2023-12-30,Saturday,15,20,England,2023/2024,Premier League,Home,Man City,2,0,Sheffield Utd,W,2
2024-01-13,Saturday,17,21,England,2023/2024,Premier League,Away,Man City,3,2,Newcastle,W,1
2024-01-31,Wednesday,19,22,England,2023/2024,Premier League,Home,Man City,3,1,Burnley,W,2
2024-02-05,Monday,20,23,England,2023/2024,Premier League,Away,Man City,3,1,Brentford,W,2
2024-02-10,Saturday,12,24,England,2023/2024,Premier League,Home,Man City,2,0,Everton,W,2
2024-02-17,Saturday,17,25,England,2023/2024,Premier League,Home,Man City,1,1,Chelsea,D,0
2024-02-20,Tuesday,19,18,England,2023/2024,Premier League,Home,Man City,1,0,Brentford,W,1
2024-02-24,Saturday,17,26,England,2023/2024,Premier League,Away,Man City,1,0,Bournemouth,W,1
2024-03-03,Sunday,15,27,England,2023/2024,Premier League,Home,Man City,3,1,Man United,W,2
2024-03-10,Sunday,15,28,England,2023/2024,Premier League,Away,Man City,1,1,Liverpool,D,0
2024-03-31,Sunday,15,30,England,2023/2024,Premier League,Home,Man City,0,0,Arsenal,D,0
2024-04-03,Wednesday,19,31,England,2023/2024,Premier League,Home,Man City,4,1,Aston Villa,W,3
2024-04-06,Saturday,11,32,England,2023/2024,Premier League,Away,Man City,4,2,Crystal Palace,W,2
2024-04-13,Saturday,14,33,England,2023/2024,Premier League,Home,Man City,5,1,Luton Town,W,4
2024-04-25,Thursday,19,29,England,2023/2024,Premier League,Away,Man City,4,0,Brighton Hove,W,4
2024-04-28,Sunday,15,35,England,2023/2024,Premier League,Away,Man City,2,0,Nottingham,W,2
2024-05-04,Saturday,16,36,England,2023/2024,Premier League,Home,Man City,5,1,Wolverhampton,W,4
2024-05-11,Saturday,11,37,England,2023/2024,Premier League,Away,Man City,4,0,Fulham,W,4
2024-05-14,Tuesday,19,34,England,2023/2024,Premier League,Away,Man City,2,0,Tottenham,W,2
2024-05-19,Sunday,15,38,England,2023/2024,Premier League,Home,Man City,3,1,West Ham,W,2
2023-08-14,Monday,19,1,England,2023/2024,Premier League,Home,Man United,1,0,Wolverhampton,W,1
2023-08-19,Saturday,16,2,England,2023/2024,Premier League,Away,Man United,0,2,Tottenham,L,-2
2023-08-26,Saturday,14,3,England,2023/2024,Premier League,Home,Man United,3,2,Nottingham,W,1
2023-09-03,Sunday,15,4,England,2023/2024,Premier League,Away,Man United,1,3,Arsenal,L,-2
2023-09-16,Saturday,14,5,England,2023/2024,Premier League,Home,Man United,1,3,Brighton Hove,L,-2
2023-09-23,Saturday,19,6,England,2023/2024,Premier League,Away,Man United,1,0,Burnley,W,1
2023-09-30,Saturday,14,7,England,2023/2024,Premier League,Home,Man United,0,1,Crystal Palace,L,-1
2023-10-07,Saturday,14,8,England,2023/2024,Premier League,Home,Man United,2,1,Brentford,W,1
2023-10-21,Saturday,19,9,England,2023/2024,Premier League,Away,Man United,2,1,Sheffield Utd,W,1
2023-10-29,Sunday,15,10,England,2023/2024,Premier League,Home,Man United,0,3,Man City,L,-3
2023-11-04,Saturday,12,11,England,2023/2024,Premier League,Away,Man United,1,0,Fulham,W,1
2023-11-11,Saturday,15,12,England,2023/2024,Premier League,Home,Man United,1,0,Luton Town,W,1
2023-11-26,Sunday,16,13,England,2023/2024,Premier League,Away,Man United,3,0,Everton,W,3
2023-12-02,Saturday,20,14,England,2023/2024,Premier League,Away,Man United,0,1,Newcastle,L,-1
2023-12-06,Wednesday,20,15,England,2023/2024,Premier League,Home,Man United,2,1,Chelsea,W,1
2023-12-09,Saturday,15,16,England,2023/2024,Premier League,Home,Man United,0,3,Bournemouth,L,-3
2023-12-17,Sunday,16,17,England,2023/2024,Premier League,Away,Man United,0,0,Liverpool,D,0
2023-12-23,Saturday,12,18,England,2023/2024,Premier League,Away,Man United,0,2,West Ham,L,-2
2023-12-26,Tuesday,20,19,England,2023/2024,Premier League,Home,Man United,3,2,Aston Villa,W,1
2023-12-30,Saturday,17,20,England,2023/2024,Premier League,Away,Man United,1,2,Nottingham,L,-1
2024-01-14,Sunday,16,21,England,2023/2024,Premier League,Home,Man United,2,2,Tottenham,D,0
2024-02-01,Thursday,20,22,England,2023/2024,Premier League,Away,Man United,4,3,Wolverhampton,W,1
2024-02-04,Sunday,14,23,England,2023/2024,Premier League,Home,Man United,3,0,West Ham,W,3
2024-02-11,Sunday,16,24,England,2023/2024,Premier League,Away,Man United,2,1,Aston Villa,W,1
2024-02-18,Sunday,16,25,England,2023/2024,Premier League,Away,Man United,2,1,Luton Town,W,1
2024-02-24,Saturday,15,26,England,2023/2024,Premier League,Home,Man United,1,2,Fulham,L,-1
2024-03-03,Sunday,15,27,England,2023/2024,Premier League,Away,Man United,1,3,Man City,L,-2
2024-03-09,Saturday,12,28,England,2023/2024,Premier League,Home,Man United,2,0,Everton,W,2
2024-03-30,Saturday,20,30,England,2023/2024,Premier League,Away,Man United,1,1,Brentford,D,0
2024-04-04,Thursday,19,31,England,2023/2024,Premier League,Away,Man United,3,4,Chelsea,L,-1
2024-04-07,Sunday,14,32,England,2023/2024,Premier League,Home,Man United,2,2,Liverpool,D,0
2024-04-13,Saturday,16,33,England,2023/2024,Premier League,Away,Man United,2,2,Bournemouth,D,0
2024-04-24,Wednesday,19,29,England,2023/2024,Premier League,Home,Man United,4,2,Sheffield Utd,W,2
2024-04-27,Saturday,14,35,England,2023/2024,Premier League,Home,Man United,1,1,Burnley,D,0
2024-05-06,Monday,19,36,England,2023/2024,Premier League,Away,Man United,0,4,Crystal Palace,L,-4
2024-05-12,Sunday,15,37,England,2023/2024,Premier League,Home,Man United,0,1,Arsenal,L,-1
2024-05-15,Wednesday,19,34,England,2023/2024,Premier League,Home,Man United,3,2,Newcastle,W,1
2024-05-19,Sunday,15,38,England,2023/2024,Premier League,Away,Man United,2,0,Brighton Hove,W,2
2023-08-12,Saturday,16,1,England,2023/2024,Premier League,Home,Newcastle,5,1,Aston Villa,W,4
2023-08-19,Saturday,19,2,England,2023/2024,Premier League,Away,Newcastle,0,1,Man City,L,-1
2023-08-27,Sunday,15,3,England,2023/2024,Premier League,Home,Newcastle,1,2,Liverpool,L,-1
2023-09-02,Saturday,16,4,England,2023/2024,Premier League,Away,Newcastle,1,3,Brighton Hove,L,-2
2023-09-16,Saturday,16,5,England,2023/2024,Premier League,Home,Newcastle,1,0,Brentford,W,1
2023-09-24,Sunday,15,6,England,2023/2024,Premier League,Away,Newcastle,8,0,Sheffield Utd,W,8
2023-09-30,Saturday,14,7,England,2023/2024,Premier League,Home,Newcastle,2,0,Burnley,W,2
2023-10-08,Sunday,13,8,England,2023/2024,Premier League,Away,Newcastle,2,2,West Ham,D,0
2023-10-21,Saturday,14,9,England,2023/2024,Premier League,Home,Newcastle,4,0,Crystal Palace,W,4
2023-10-28,Saturday,16,10,England,2023/2024,Premier League,Away,Newcastle,2,2,Wolverhampton,D,0
2023-11-04,Saturday,17,11,England,2023/2024,Premier League,Home,Newcastle,1,0,Arsenal,W,1
2023-11-11,Saturday,17,12,England,2023/2024,Premier League,Away,Newcastle,0,2,Bournemouth,L,-2
2023-11-25,Saturday,15,13,England,2023/2024,Premier League,Home,Newcastle,4,1,Chelsea,W,3
2023-12-02,Saturday,20,14,England,2023/2024,Premier League,Home,Newcastle,1,0,Man United,W,1
2023-12-07,Thursday,19,15,England,2023/2024,Premier League,Away,Newcastle,0,3,Everton,L,-3
2023-12-10,Sunday,16,16,England,2023/2024,Premier League,Away,Newcastle,1,4,Tottenham,L,-3
2023-12-16,Saturday,15,17,England,2023/2024,Premier League,Home,Newcastle,3,0,Fulham,W,3
2023-12-23,Saturday,15,18,England,2023/2024,Premier League,Away,Newcastle,0,1,Luton Town,L,-1
2023-12-26,Tuesday,12,19,England,2023/2024,Premier League,Home,Newcastle,1,3,Nottingham,L,-2
2024-01-01,Monday,20,20,England,2023/2024,Premier League,Away,Newcastle,2,4,Liverpool,L,-2
2024-01-13,Saturday,17,21,England,2023/2024,Premier League,Home,Newcastle,2,3,Man City,L,-1
2024-01-30,Tuesday,20,22,England,2023/2024,Premier League,Away,Newcastle,3,1,Aston Villa,W,2
2024-02-03,Saturday,15,23,England,2023/2024,Premier League,Home,Newcastle,4,4,Luton Town,D,0
2024-02-10,Saturday,17,24,England,2023/2024,Premier League,Away,Newcastle,3,2,Nottingham,W,1
2024-02-17,Saturday,15,25,England,2023/2024,Premier League,Home,Newcastle,2,2,Bournemouth,D,0
2024-02-24,Saturday,20,26,England,2023/2024,Premier League,Away,Newcastle,1,4,Arsenal,L,-3
2024-03-02,Saturday,15,27,England,2023/2024,Premier League,Home,Newcastle,3,0,Wolverhampton,W,3
2024-03-11,Monday,20,28,England,2023/2024,Premier League,Away,Newcastle,2,3,Chelsea,L,-1
2024-03-30,Saturday,12,30,England,2023/2024,Premier League,Home,Newcastle,4,3,West Ham,W,1
2024-04-02,Tuesday,18,31,England,2023/2024,Premier League,Home,Newcastle,1,1,Everton,D,0
2024-04-06,Saturday,14,32,England,2023/2024,Premier League,Away,Newcastle,1,0,Fulham,W,1
2024-04-13,Saturday,11,33,England,2023/2024,Premier League,Home,Newcastle,4,0,Tottenham,W,4
2024-04-24,Wednesday,19,29,England,2023/2024,Premier League,Away,Newcastle,0,2,Crystal Palace,L,-2
2024-04-27,Saturday,14,35,England,2023/2024,Premier League,Home,Newcastle,5,1,Sheffield Utd,W,4
2024-05-04,Saturday,14,36,England,2023/2024,Premier League,Away,Newcastle,4,1,Burnley,W,3
2024-05-11,Saturday,14,37,England,2023/2024,Premier League,Home,Newcastle,1,1,Brighton Hove,D,0
2024-05-15,Wednesday,19,34,England,2023/2024,Premier League,Away,Newcastle,2,3,Man United,L,-1
2024-05-19,Sunday,15,38,England,2023/2024,Premier League,Away,Newcastle,4,2,Brentford,W,2
2023-08-13,Sunday,13,1,England,2023/2024,Premier League,Away,Tottenham,2,2,Brentford,D,0
2023-08-19,Saturday,16,2,England,2023/2024,Premier League,Home,Tottenham,2,0,Man United,W,2
2023-08-26,Saturday,11,3,England,2023/2024,Premier League,Away,Tottenham,2,0,Bournemouth,W,2
2023-09-02,Saturday,14,4,England,2023/2024,Premier League,Away,Tottenham,5,2,Burnley,W,3
2023-09-16,Saturday,14,5,England,2023/2024,Premier League,Home,Tottenham,2,1,Sheffield Utd,W,1
2023-09-24,Sunday,13,6,England,2023/2024,Premier League,Away,Tottenham,2,2,Arsenal,D,0
2023-09-30,Saturday,16,7,England,2023/2024,Premier League,Home,Tottenham,2,1,Liverpool,W,1
2023-10-07,Saturday,11,8,England,2023/2024,Premier League,Away,Tottenham,1,0,Luton Town,W,1
2023-10-23,Monday,19,9,England,2023/2024,Premier League,Home,Tottenham,2,0,Fulham,W,2
2023-10-27,Friday,19,10,England,2023/2024,Premier League,Away,Tottenham,2,1,Crystal Palace,W,1
2023-11-06,Monday,20,11,England,2023/2024,Premier League,Home,Tottenham,1,4,Chelsea,L,-3
2023-11-11,Saturday,12,12,England,2023/2024,Premier League,Away,Tottenham,1,2,Wolverhampton,L,-1
2023-11-26,Sunday,14,13,England,2023/2024,Premier League,Home,Tottenham,1,2,Aston Villa,L,-1
2023-12-03,Sunday,16,14,England,2023/2024,Premier League,Away,Tottenham,3,3,Man City,D,0
2023-12-07,Thursday,20,15,England,2023/2024,Premier League,Home,Tottenham,1,2,West Ham,L,-1
2023-12-10,Sunday,16,16,England,2023/2024,Premier League,Home,Tottenham,4,1,Newcastle,W,3
2023-12-15,Friday,20,17,England,2023/2024,Premier League,Away,Tottenham,2,0,Nottingham,W,2
2023-12-23,Saturday,15,18,England,2023/2024,Premier League,Home,Tottenham,2,1,Everton,W,1
2023-12-28,Thursday,19,19,England,2023/2024,Premier League,Away,Tottenham,2,4,Brighton Hove,L,-2
2023-12-31,Sunday,14,20,England,2023/2024,Premier League,Home,Tottenham,3,1,Bournemouth,W,2
2024-01-14,Sunday,16,21,England,2023/2024,Premier League,Away,Tottenham,2,2,Man United,D,0
2024-01-31,Wednesday,19,22,England,2023/2024,Premier League,Home,Tottenham,3,2,Brentford,W,1
2024-02-03,Saturday,12,23,England,2023/2024,Premier League,Away,Tottenham,2,2,Everton,D,0
2024-02-10,Saturday,15,24,England,2023/2024,Premier League,Home,Tottenham,2,1,Brighton Hove,W,1
2024-02-17,Saturday,15,25,England,2023/2024,Premier League,Home,Tottenham,1,2,Wolverhampton,L,-1
2024-03-02,Saturday,15,27,England,2023/2024,Premier League,Home,Tottenham,3,1,Crystal Palace,W,2
2024-03-10,Sunday,13,28,England,2023/2024,Premier League,Away,Tottenham,4,0,Aston Villa,W,4
2024-03-16,Saturday,17,29,England,2023/2024,Premier League,Away,Tottenham,0,3,Fulham,L,-3
2024-03-30,Saturday,15,30,England,2023/2024,Premier League,Home,Tottenham,2,1,Luton Town,W,1
2024-04-02,Tuesday,19,31,England,2023/2024,Premier League,Away,Tottenham,1,1,West Ham,D,0
2024-04-07,Sunday,17,32,England,2023/2024,Premier League,Home,Tottenham,3,1,Nottingham,W,2
2024-04-13,Saturday,11,33,England,2023/2024,Premier League,Away,Tottenham,0,4,Newcastle,L,-4
2024-04-28,Sunday,13,35,England,2023/2024,Premier League,Home,Tottenham,2,3,Arsenal,L,-1
2024-05-02,Thursday,18,26,England,2023/2024,Premier League,Away,Tottenham,0,2,Chelsea,L,-2
2024-05-05,Sunday,15,36,England,2023/2024,Premier League,Away,Tottenham,2,4,Liverpool,L,-2
2024-05-11,Saturday,14,37,England,2023/2024,Premier League,Home,Tottenham,2,1,Burnley,W,1
2024-05-14,Tuesday,19,34,England,2023/2024,Premier League,Home,Tottenham,0,2,Man City,L,-2
2024-05-19,Sunday,15,38,England,2023/2024,Premier League,Away,Tottenham,3,0,Sheffield Utd,W,3
2023-08-14,Monday,19,1,England,2023/2024,Premier League,Away,Wolverhampton,0,1,Man United,L,-1
2023-08-19,Saturday,14,2,England,2023/2024,Premier League,Home,Wolverhampton,1,4,Brighton Hove,L,-3
2023-08-26,Saturday,14,3,England,2023/2024,Premier League,Away,Wolverhampton,1,0,Everton,W,1
2023-09-03,Sunday,13,4,England,2023/2024,Premier League,Away,Wolverhampton,2,3,Crystal Palace,L,-1
2023-09-16,Saturday,11,5,England,2023/2024,Premier League,Home,Wolverhampton,1,3,Liverpool,L,-2
2023-09-23,Saturday,14,6,England,2023/2024,Premier League,Away,Wolverhampton,1,1,Luton Town,D,0
2023-09-30,Saturday,14,7,England,2023/2024,Premier League,Home,Wolverhampton,2,1,Man City,W,1
2023-10-08,Sunday,13,8,England,2023/2024,Premier League,Home,Wolverhampton,1,1,Aston Villa,D,0
2023-10-21,Saturday,14,9,England,2023/2024,Premier League,Away,Wolverhampton,2,1,Bournemouth,W,1
2023-10-28,Saturday,16,10,England,2023/2024,Premier League,Home,Wolverhampton,2,2,Newcastle,D,0
2023-11-04,Saturday,15,11,England,2023/2024,Premier League,Away,Wolverhampton,1,2,Sheffield Utd,L,-1
2023-11-11,Saturday,12,12,England,2023/2024,Premier League,Home,Wolverhampton,2,1,Tottenham,W,1
2023-11-27,Monday,20,13,England,2023/2024,Premier League,Away,Wolverhampton,2,3,Fulham,L,-1
2023-12-02,Saturday,15,14,England,2023/2024,Premier League,Away,Wolverhampton,1,2,Arsenal,L,-1
2023-12-05,Tuesday,19,15,England,2023/2024,Premier League,Home,Wolverhampton,1,0,Burnley,W,1
2023-12-09,Saturday,15,16,England,2023/2024,Premier League,Home,Wolverhampton,1,1,Nottingham,D,0
2023-12-17,Sunday,14,17,England,2023/2024,Premier League,Away,Wolverhampton,0,3,West Ham,L,-3
2023-12-24,Sunday,13,18,England,2023/2024,Premier League,Home,Wolverhampton,2,1,Chelsea,W,1
2023-12-27,Wednesday,19,19,England,2023/2024,Premier League,Away,Wolverhampton,4,1,Brentford,W,3
2023-12-30,Saturday,15,20,England,2023/2024,Premier League,Home,Wolverhampton,3,0,Everton,W,3
2024-01-22,Monday,19,21,England,2023/2024,Premier League,Away,Wolverhampton,0,0,Brighton Hove,D,0
2024-02-01,Thursday,20,22,England,2023/2024,Premier League,Home,Wolverhampton,3,4,Man United,L,-1
2024-02-04,Sunday,14,23,England,2023/2024,Premier League,Away,Wolverhampton,4,2,Chelsea,W,2
2024-02-10,Saturday,15,24,England,2023/2024,Premier League,Home,Wolverhampton,0,2,Brentford,L,-2
2024-02-17,Saturday,15,25,England,2023/2024,Premier League,Away,Wolverhampton,2,1,Tottenham,W,1
2024-02-25,Sunday,13,26,England,2023/2024,Premier League,Home,Wolverhampton,1,0,Sheffield Utd,W,1
2024-03-02,Saturday,15,27,England,2023/2024,Premier League,Away,Wolverhampton,0,3,Newcastle,L,-3
2024-03-09,Saturday,15,28,England,2023/2024,Premier League,Home,Wolverhampton,2,1,Fulham,W,1
2024-03-30,Saturday,17,30,England,2023/2024,Premier League,Away,Wolverhampton,0,2,Aston Villa,L,-2
2024-04-02,Tuesday,18,31,England,2023/2024,Premier League,Away,Wolverhampton,1,1,Burnley,D,0
2024-04-06,Saturday,14,32,England,2023/2024,Premier League,Home,Wolverhampton,1,2,West Ham,L,-1
2024-04-13,Saturday,14,33,England,2023/2024,Premier League,Away,Wolverhampton,2,2,Nottingham,D,0
2024-04-20,Saturday,18,34,England,2023/2024,Premier League,Home,Wolverhampton,0,2,Arsenal,L,-2
2024-04-24,Wednesday,18,29,England,2023/2024,Premier League,Home,Wolverhampton,0,1,Bournemouth,L,-1
2024-04-27,Saturday,14,35,England,2023/2024,Premier League,Home,Wolverhampton,2,1,Luton Town,W,1
2024-05-04,Saturday,16,36,England,2023/2024,Premier League,Away,Wolverhampton,1,5,Man City,L,-4
2024-05-11,Saturday,14,37,England,2023/2024,Premier League,Home,Wolverhampton,1,3,Crystal Palace,L,-2
2024-05-19,Sunday,15,38,England,2023/2024,Premier League,Away,Wolverhampton,0,2,Liverpool,L,-2
2023-08-11,Friday,19,1,England,2023/2024,Premier League,Home,Burnley,0,3,Man City,L,-3
2023-08-27,Sunday,13,3,England,2023/2024,Premier League,Home,Burnley,1,3,Aston Villa,L,-2
2023-09-02,Saturday,14,4,England,2023/2024,Premier League,Home,Burnley,2,5,Tottenham,L,-3
2023-09-18,Monday,18,5,England,2023/2024,Premier League,Away,Burnley,1,1,Nottingham,D,0
2023-09-23,Saturday,19,6,England,2023/2024,Premier League,Home,Burnley,0,1,Man United,L,-1
2023-09-30,Saturday,14,7,England,2023/2024,Premier League,Away,Burnley,0,2,Newcastle,L,-2
2023-10-03,Tuesday,18,2,England,2023/2024,Premier League,Away,Burnley,2,1,Luton Town,W,1
2023-10-07,Saturday,14,8,England,2023/2024,Premier League,Home,Burnley,1,4,Chelsea,L,-3
2023-10-21,Saturday,14,9,England,2023/2024,Premier League,Away,Burnley,0,3,Brentford,L,-3
2023-10-28,Saturday,14,10,England,2023/2024,Premier League,Away,Burnley,1,2,Bournemouth,L,-1
