,match_date,match_hour,week,country,league,venue,team,gf,ga,opponent,result,goal_diff
1177,2024-05-19,15,38,England,Premier League,Away,Wolverhampton,0,2,Liverpool,0,-2
1178,2023-08-11,19,1,England,Premier League,Home,Burnley,0,3,Man City,0,-3
1179,2023-08-27,13,3,England,Premier League,Home,Burnley,1,3,Aston Villa,0,-2
1180,2023-09-02,14,4,England,Premier League,Home,Burnley,2,5,Tottenham,0,-3
1181,2023-09-18,18,5,England,Premier League,Away,Burnley,1,1,Nottingham,2,0
1182,2023-09-23,19,6,England,Premier League,Home,Burnley,0,1,Man United,0,-1
1183,2023-09-30,14,7,England,Premier League,Away,Burnley,0,2,Newcastle,0,-2
1184,2023-10-03,18,2,England,Premier League,Away,Burnley,2,1,Luton Town,1,1
1185,2023-10-07,14,8,England,Premier League,Home,Burnley,1,4,Chelsea,0,-3
1186,2023-10-21,14,9,England,Premier League,Away,Burnley,0,3,Brentford,0,-3
1187,2023-10-28,14,10,England,Premier League,Away,Burnley,1,2,Bournemouth,0,-1
1188,2023-11-04,15,11,England,Premier League,Home,Burnley,0,2,Crystal Palace,0,-2
1189,2023-11-11,15,12,England,Premier League,Away,Burnley,1,3,Arsenal,0,-2
1190,2023-11-25,15,13,England,Premier League,Home,Burnley,1,2,West Ham,0,-1
1191,2023-12-02,15,14,England,Premier League,Home,Burnley,5,0,Sheffield Utd,1,5
1192,2023-12-05,19,15,England,Premier League,Away,Burnley,0,1,Wolverhampton,0,-1
1193,2023-12-09,15,16,England,Premier League,Away,Burnley,1,1,Brighton Hove,2,0
1194,2023-12-16,17,17,England,Premier League,Home,Burnley,0,2,Everton,0,-2
1195,2023-12-23,15,18,England,Premier League,Away,Burnley,2,0,Fulham,1,2
1196,2023-12-26,17,19,England,Premier League,Home,Burnley,0,2,Liverpool,0,-2
1197,2023-12-30,15,20,England,Premier League,Away,Burnley,2,3,Aston Villa,0,-1
1198,2024-01-12,19,21,England,Premier League,Home,Burnley,1,1,Luton Town,2,0
1199,2024-01-31,19,22,England,Premier League,Away,Burnley,1,3,Man City,0,-2
1200,2024-02-03,15,23,England,Premier League,Home,Burnley,2,2,Fulham,2,0
1201,2024-02-10,15,24,England,Premier League,Away,Burnley,1,3,Liverpool,0,-2
1202,2024-02-17,15,25,England,Premier League,Home,Burnley,0,5,Arsenal,0,-5
1203,2024-02-24,15,26,England,Premier League,Away,Burnley,0,3,Crystal Palace,0,-3
1204,2024-03-03,13,27,England,Premier League,Home,Burnley,0,2,Bournemouth,0,-2
1205,2024-03-10,14,28,England,Premier League,Away,Burnley,2,2,West Ham,2,0
1206,2024-03-16,15,29,England,Premier League,Home,Burnley,2,1,Brentford,1,1
1207,2024-03-30,15,30,England,Premier League,Away,Burnley,2,2,Chelsea,2,0
1208,2024-04-02,18,31,England,Premier League,Home,Burnley,1,1,Wolverhampton,2,0
1209,2024-04-06,14,32,England,Premier League,Away,Burnley,0,1,Everton,0,-1
1210,2024-04-13,14,33,England,Premier League,Home,Burnley,1,1,Brighton Hove,2,0
1211,2024-04-20,14,34,England,Premier League,Away,Burnley,4,1,Sheffield Utd,1,3
1212,2024-04-27,14,35,England,Premier League,Away,Burnley,1,1,Man United,2,0
1213,2024-05-04,14,36,England,Premier League,Home,Burnley,1,4,Newcastle,0,-3
1214,2024-05-11,14,37,England,Premier League,Away,Burnley,1,2,Tottenham,0,-1
1215,2024-05-19,15,38,England,Premier League,Home,Burnley,1,2,Nottingham,0,-1
1216,2023-08-12,12,1,England,Premier League,Away,Nottingham,1,2,Arsenal,0,-1
1217,2023-08-18,18,2,England,Premier League,Home,Nottingham,2,1,Sheffield Utd,1,1
1218,2023-08-26,14,3,England,Premier League,Away,Nottingham,2,3,Man United,0,-1
1219,2023-09-02,14,4,England,Premier League,Away,Nottingham,1,0,Chelsea,1,1
1220,2023-09-18,18,5,England,Premier League,Home,Nottingham,1,1,Burnley,2,0
1221,2023-09-23,14,6,England,Premier League,Away,Nottingham,0,2,Man City,0,-2
1222,2023-10-01,13,7,England,Premier League,Home,Nottingham,1,1,Brentford,2,0
1223,2023-10-07,16,8,England,Premier League,Away,Nottingham,0,0,Crystal Palace,2,0
1224,2023-10-21,14,9,England,Premier League,Home,Nottingham,2,2,Luton Town,2,0
1225,2023-10-29,14,10,England,Premier League,Away,Nottingham,0,3,Liverpool,0,-3
1226,2023-11-05,14,11,England,Premier League,Home,Nottingham,2,0,Aston Villa,1,2
1227,2023-11-12,14,12,England,Premier League,Away,Nottingham,2,3,West Ham,0,-1
1228,2023-11-25,15,13,England,Premier League,Home,Nottingham,2,3,Brighton Hove,0,-1
1229,2023-12-02,17,14,England,Premier League,Home,Nottingham,0,1,Everton,0,-1
1230,2023-12-06,19,15,England,Premier League,Away,Nottingham,0,5,Fulham,0,-5
1231,2023-12-09,15,16,England,Premier League,Away,Nottingham,1,1,Wolverhampton,2,0
1232,2023-12-15,20,17,England,Premier League,Home,Nottingham,0,2,Tottenham,0,-2
1233,2023-12-23,15,18,England,Premier League,Home,Nottingham,2,3,Bournemouth,0,-1
1234,2023-12-26,12,19,England,Premier League,Away,Nottingham,3,1,Newcastle,1,2
1235,2023-12-30,17,20,England,Premier League,Home,Nottingham,2,1,Man United,1,1
1236,2024-01-20,17,21,England,Premier League,Away,Nottingham,2,3,Brentford,0,-1
1237,2024-01-30,19,22,England,Premier League,Home,Nottingham,1,2,Arsenal,0,-1
1238,2024-02-04,14,23,England,Premier League,Away,Nottingham,1,1,Bournemouth,2,0
1239,2024-02-10,17,24,England,Premier League,Home,Nottingham,2,3,Newcastle,0,-1
1240,2024-02-17,15,25,England,Premier League,Home,Nottingham,2,0,West Ham,1,2
1241,2024-02-24,15,26,England,Premier League,Away,Nottingham,2,4,Aston Villa,0,-2
1242,2024-03-02,15,27,England,Premier League,Home,Nottingham,0,1,Liverpool,0,-1
1243,2024-03-10,14,28,England,Premier League,Away,Nottingham,0,1,Brighton Hove,0,-1
1244,2024-03-16,15,29,England,Premier League,Away,Nottingham,1,1,Luton Town,2,0
1245,2024-03-30,15,30,England,Premier League,Home,Nottingham,1,1,Crystal Palace,2,0
1246,2024-04-02,18,31,England,Premier League,Home,Nottingham,3,1,Fulham,1,2
1247,2024-04-07,17,32,England,Premier League,Away,Nottingham,1,3,Tottenham,0,-2
1248,2024-04-13,14,33,England,Premier League,Home,Nottingham,2,2,Wolverhampton,2,0
1249,2024-04-21,12,34,England,Premier League,Away,Nottingham,0,2,Everton,0,-2
1250,2024-04-28,15,35,England,Premier League,Home,Nottingham,0,2,Man City,0,-2
1251,2024-05-04,14,36,England,Premier League,Away,Nottingham,3,1,Sheffield Utd,1,2
1252,2024-05-11,16,37,England,Premier League,Home,Nottingham,2,3,Chelsea,0,-1
1253,2024-05-19,15,38,England,Premier League,Away,Nottingham,2,1,Burnley,1,1
1254,2023-08-12,14,1,England,Premier League,Away,Crystal Palace,1,0,Sheffield Utd,1,1
1255,2023-08-21,19,2,England,Premier League,Home,Crystal Palace,0,1,Arsenal,0,-1
1256,2023-08-26,14,3,England,Premier League,Away,Crystal Palace,1,1,Brentford,2,0
1257,2023-09-03,13,4,England,Premier League,Home,Crystal Palace,3,2,Wolverhampton,1,1
1258,2023-09-16,14,5,England,Premier League,Away,Crystal Palace,1,3,Aston Villa,0,-2
1259,2023-09-23,14,6,England,Premier League,Home,Crystal Palace,0,0,Fulham,2,0
1260,2023-09-30,14,7,England,Premier League,Away,Crystal Palace,1,0,Man United,1,1
1261,2023-10-07,16,8,England,Premier League,Home,Crystal Palace,0,0,Nottingham,2,0
1262,2023-10-21,14,9,England,Premier League,Away,Crystal Palace,0,4,Newcastle,0,-4
1263,2023-10-27,19,10,England,Premier League,Home,Crystal Palace,1,2,Tottenham,0,-1
1264,2023-11-04,15,11,England,Premier League,Away,Crystal Palace,2,0,Burnley,1,2
1265,2023-11-11,15,12,England,Premier League,Home,Crystal Palace,2,3,Everton,0,-1
1266,2023-11-25,15,13,England,Premier League,Away,Crystal Palace,1,2,Luton Town,0,-1
1267,2023-12-03,14,14,England,Premier League,Away,Crystal Palace,1,1,West Ham,2,0
1268,2023-12-06,19,15,England,Premier League,Home,Crystal Palace,0,2,Bournemouth,0,-2
1269,2023-12-09,12,16,England,Premier League,Home,Crystal Palace,1,2,Liverpool,0,-1
1270,2023-12-16,15,17,England,Premier League,Away,Crystal Palace,2,2,Man City,2,0
1271,2023-12-21,20,18,England,Premier League,Home,Crystal Palace,1,1,Brighton Hove,2,0
1272,2023-12-27,19,19,England,Premier League,Away,Crystal Palace,1,2,Chelsea,0,-1
1273,2023-12-30,15,20,England,Premier League,Home,Crystal Palace,3,1,Brentford,1,2
1274,2024-01-20,12,21,England,Premier League,Away,Crystal Palace,0,5,Arsenal,0,-5
1275,2024-01-30,20,22,England,Premier League,Home,Crystal Palace,3,2,Sheffield Utd,1,1
1276,2024-02-03,15,23,England,Premier League,Away,Crystal Palace,1,4,Brighton Hove,0,-3
1277,2024-02-12,20,24,England,Premier League,Home,Crystal Palace,1,3,Chelsea,0,-2
1278,2024-02-19,20,25,England,Premier League,Away,Crystal Palace,1,1,Everton,2,0
1279,2024-02-24,15,26,England,Premier League,Home,Crystal Palace,3,0,Burnley,1,3
1280,2024-03-02,15,27,England,Premier League,Away,Crystal Palace,1,3,Tottenham,0,-2
1281,2024-03-09,15,28,England,Premier League,Home,Crystal Palace,1,1,Luton Town,2,0
1282,2024-03-30,15,30,England,Premier League,Away,Crystal Palace,1,1,Nottingham,2,0
1283,2024-04-02,18,31,England,Premier League,Away,Crystal Palace,0,1,Bournemouth,0,-1
1284,2024-04-06,11,32,England,Premier League,Home,Crystal Palace,2,4,Man City,0,-2
1285,2024-04-14,13,33,England,Premier League,Away,Crystal Palace,1,0,Liverpool,1,1
1286,2024-04-21,14,34,England,Premier League,Home,Crystal Palace,5,2,West Ham,1,3
1287,2024-04-24,19,29,England,Premier League,Home,Crystal Palace,2,0,Newcastle,1,2
1288,2024-04-27,14,35,England,Premier League,Away,Crystal Palace,1,1,Fulham,2,0
1289,2024-05-06,19,36,England,Premier League,Home,Crystal Palace,4,0,Man United,1,4
1290,2024-05-11,14,37,England,Premier League,Away,Crystal Palace,3,1,Wolverhampton,1,2
1291,2024-05-19,15,38,England,Premier League,Home,Crystal Palace,5,0,Aston Villa,1,5
1292,2023-08-12,14,1,England,Premier League,Home,Sheffield Utd,0,1,Crystal Palace,0,-1
1293,2023-08-18,18,2,England,Premier League,Away,Sheffield Utd,1,2,Nottingham,0,-1
1294,2023-08-27,13,3,England,Premier League,Home,Sheffield Utd,1,2,Man City,0,-1
1295,2023-09-02,11,4,England,Premier League,Home,Sheffield Utd,2,2,Everton,2,0
1296,2023-09-16,14,5,England,Premier League,Away,Sheffield Utd,1,2,Tottenham,0,-1
1297,2023-09-24,15,6,England,Premier League,Home,Sheffield Utd,0,8,Newcastle,0,-8
1298,2023-09-30,14,7,England,Premier League,Away,Sheffield Utd,0,2,West Ham,0,-2
1299,2023-10-07,14,8,England,Premier League,Away,Sheffield Utd,1,3,Fulham,0,-2
1300,2023-10-21,19,9,England,Premier League,Home,Sheffield Utd,1,2,Man United,0,-1
1301,2023-10-28,14,10,England,Premier League,Away,Sheffield Utd,0,5,Arsenal,0,-5
1302,2023-11-04,15,11,England,Premier League,Home,Sheffield Utd,2,1,Wolverhampton,1,1
1303,2023-11-12,14,12,England,Premier League,Away,Sheffield Utd,1,1,Brighton Hove,2,0
1304,2023-11-25,15,13,England,Premier League,Home,Sheffield Utd,1,3,Bournemouth,0,-2
1305,2023-12-02,15,14,England,Premier League,Away,Sheffield Utd,0,5,Burnley,0,-5
1306,2023-12-06,19,15,England,Premier League,Home,Sheffield Utd,0,2,Liverpool,0,-2
1307,2023-12-09,15,16,England,Premier League,Home,Sheffield Utd,1,0,Brentford,1,1
1308,2023-12-16,15,17,England,Premier League,Away,Sheffield Utd,0,2,Chelsea,0,-2
1309,2023-12-22,20,18,England,Premier League,Away,Sheffield Utd,1,1,Aston Villa,2,0
1310,2023-12-26,15,19,England,Premier League,Home,Sheffield Utd,2,3,Luton Town,0,-1
1311,2023-12-30,15,20,England,Premier League,Away,Sheffield Utd,0,2,Man City,0,-2
1312,2024-01-21,14,21,England,Premier League,Home,Sheffield Utd,2,2,West Ham,2,0
1313,2024-01-30,20,22,England,Premier League,Away,Sheffield Utd,2,3,Crystal Palace,0,-1
1314,2024-02-03,17,23,England,Premier League,Home,Sheffield Utd,0,5,Aston Villa,0,-5
1315,2024-02-10,15,24,England,Premier League,Away,Sheffield Utd,3,1,Luton Town,1,2
1316,2024-02-18,14,25,England,Premier League,Home,Sheffield Utd,0,5,Brighton Hove,0,-5
1317,2024-02-25,13,26,England,Premier League,Away,Sheffield Utd,0,1,Wolverhampton,0,-1
1318,2024-03-04,20,27,England,Premier League,Home,Sheffield Utd,0,6,Arsenal,0,-6
1319,2024-03-09,15,28,England,Premier League,Away,Sheffield Utd,2,2,Bournemouth,2,0
1320,2024-03-30,15,30,England,Premier League,Home,Sheffield Utd,3,3,Fulham,2,0
1321,2024-04-04,18,31,England,Premier League,Away,Sheffield Utd,1,3,Liverpool,0,-2
1322,2024-04-07,16,32,England,Premier League,Home,Sheffield Utd,2,2,Chelsea,2,0
1323,2024-04-13,14,33,England,Premier League,Away,Sheffield Utd,0,2,Brentford,0,-2
1324,2024-04-20,14,34,England,Premier League,Home,Sheffield Utd,1,4,Burnley,0,-3
1325,2024-04-24,19,29,England,Premier League,Away,Sheffield Utd,2,4,Man United,0,-2
1326,2024-04-27,14,35,England,Premier League,Away,Sheffield Utd,1,5,Newcastle,0,-4
1327,2024-05-04,14,36,England,Premier League,Home,Sheffield Utd,1,3,Nottingham,0,-2
1328,2024-05-11,14,37,England,Premier League,Away,Sheffield Utd,0,1,Everton,0,-1
1329,2024-05-19,15,38,England,Premier League,Home,Sheffield Utd,0,3,Tottenham,0,-3
1330,2023-08-12,14,1,England,Premier League,Home,Brighton Hove,4,1,Luton Town,1,3
1331,2023-08-19,14,2,England,Premier League,Away,Brighton Hove,4,1,Wolverhampton,1,3
1332,2023-08-26,16,3,England,Premier League,Home,Brighton Hove,1,3,West Ham,0,-2
1333,2023-09-02,16,4,England,Premier League,Home,Brighton Hove,3,1,Newcastle,1,2
1334,2023-09-16,14,5,England,Premier League,Away,Brighton Hove,3,1,Man United,1,2
1335,2023-09-24,13,6,England,Premier League,Home,Brighton Hove,3,1,Bournemouth,1,2
1336,2023-09-30,11,7,England,Premier League,Away,Brighton Hove,1,6,Aston Villa,0,-5
1337,2023-10-08,13,8,England,Premier League,Home,Brighton Hove,2,2,Liverpool,2,0
1338,2023-10-21,14,9,England,Premier League,Away,Brighton Hove,1,2,Man City,0,-1
1339,2023-10-29,14,10,England,Premier League,Home,Brighton Hove,1,1,Fulham,2,0
1340,2023-11-04,15,11,England,Premier League,Away,Brighton Hove,1,1,Everton,2,0
1341,2023-11-12,14,12,England,Premier League,Home,Brighton Hove,1,1,Sheffield Utd,2,0
1342,2023-11-25,15,13,England,Premier League,Away,Brighton Hove,3,2,Nottingham,1,1
1343,2023-12-03,14,14,England,Premier League,Away,Brighton Hove,2,3,Chelsea,0,-1
1344,2023-12-06,19,15,England,Premier League,Home,Brighton Hove,2,1,Brentford,1,1
1345,2023-12-09,15,16,England,Premier League,Home,Brighton Hove,1,1,Burnley,2,0
1346,2023-12-17,14,17,England,Premier League,Away,Brighton Hove,0,2,Arsenal,0,-2
1347,2023-12-21,20,18,England,Premier League,Away,Brighton Hove,1,1,Crystal Palace,2,0
1348,2023-12-28,19,19,England,Premier League,Home,Brighton Hove,4,2,Tottenham,1,2
1349,2024-01-02,19,20,England,Premier League,Away,Brighton Hove,0,0,West Ham,2,0
1350,2024-01-22,19,21,England,Premier League,Home,Brighton Hove,0,0,Wolverhampton,2,0
1351,2024-01-30,19,22,England,Premier League,Away,Brighton Hove,0,4,Luton Town,0,-4
1352,2024-02-03,15,23,England,Premier League,Home,Brighton Hove,4,1,Crystal Palace,1,3
1353,2024-02-10,15,24,England,Premier League,Away,Brighton Hove,1,2,Tottenham,0,-1
1354,2024-02-18,14,25,England,Premier League,Away,Brighton Hove,5,0,Sheffield Utd,1,5
1355,2024-02-24,15,26,England,Premier League,Home,Brighton Hove,1,1,Everton,2,0
1356,2024-03-02,15,27,England,Premier League,Away,Brighton Hove,0,3,Fulham,0,-3
1357,2024-03-10,14,28,England,Premier League,Home,Brighton Hove,1,0,Nottingham,1,1
1358,2024-03-31,13,30,England,Premier League,Away,Brighton Hove,1,2,Liverpool,0,-1
1359,2024-04-03,18,31,England,Premier League,Away,Brighton Hove,0,0,Brentford,2,0
1360,2024-04-06,16,32,England,Premier League,Home,Brighton Hove,0,3,Arsenal,0,-3
1361,2024-04-13,14,33,England,Premier League,Away,Brighton Hove,1,1,Burnley,2,0
1362,2024-04-25,19,29,England,Premier League,Home,Brighton Hove,0,4,Man City,0,-4
1363,2024-04-28,13,35,England,Premier League,Away,Brighton Hove,0,3,Bournemouth,0,-3
1364,2024-05-05,13,36,England,Premier League,Home,Brighton Hove,1,0,Aston Villa,1,1
1365,2024-05-11,14,37,England,Premier League,Away,Brighton Hove,1,1,Newcastle,2,0
1366,2024-05-15,18,34,England,Premier League,Home,Brighton Hove,1,2,Chelsea,0,-1
1367,2024-05-19,15,38,England,Premier League,Home,Brighton Hove,0,2,Man United,0,-2
1368,2023-08-13,13,1,England,Premier League,Home,Brentford,2,2,Tottenham,2,0
1369,2023-08-19,14,2,England,Premier League,Away,Brentford,3,0,Fulham,1,3
1370,2023-08-26,14,3,England,Premier League,Home,Brentford,1,1,Crystal Palace,2,0
1371,2023-09-02,14,4,England,Premier League,Home,Brentford,2,2,Bournemouth,2,0
1372,2023-09-16,16,5,England,Premier League,Away,Brentford,0,1,Newcastle,0,-1
1373,2023-09-23,16,6,England,Premier League,Home,Brentford,1,3,Everton,0,-2
1374,2023-10-01,13,7,England,Premier League,Away,Brentford,1,1,Nottingham,2,0
1375,2023-10-07,14,8,England,Premier League,Away,Brentford,1,2,Man United,0,-1
1376,2023-10-21,14,9,England,Premier League,Home,Brentford,3,0,Burnley,1,3
1377,2023-10-28,11,10,England,Premier League,Away,Brentford,2,0,Chelsea,1,2
1378,2023-11-04,15,11,England,Premier League,Home,Brentford,3,2,West Ham,1,1
1379,2023-11-12,14,12,England,Premier League,Away,Brentford,0,3,Liverpool,0,-3
1380,2023-11-25,17,13,England,Premier League,Home,Brentford,0,1,Arsenal,0,-1
1381,2023-12-02,15,14,England,Premier League,Home,Brentford,3,1,Luton Town,1,2
1382,2023-12-06,19,15,England,Premier League,Away,Brentford,1,2,Brighton Hove,0,-1
1383,2023-12-09,15,16,England,Premier League,Away,Brentford,0,1,Sheffield Utd,0,-1
1384,2023-12-17,14,17,England,Premier League,Home,Brentford,1,2,Aston Villa,0,-1
1385,2023-12-27,19,19,England,Premier League,Home,Brentford,1,4,Wolverhampton,0,-3
1386,2023-12-30,15,20,England,Premier League,Away,Brentford,1,3,Crystal Palace,0,-2
1387,2024-01-20,17,21,England,Premier League,Home,Brentford,3,2,Nottingham,1,1
1388,2024-01-31,19,22,England,Premier League,Away,Brentford,2,3,Tottenham,0,-1
1389,2024-02-05,20,23,England,Premier League,Home,Brentford,1,3,Man City,0,-2
1390,2024-02-10,15,24,England,Premier League,Away,Brentford,2,0,Wolverhampton,1,2
1391,2024-02-17,12,25,England,Premier League,Home,Brentford,1,4,Liverpool,0,-3
1392,2024-02-20,19,18,England,Premier League,Away,Brentford,0,1,Man City,0,-1
1393,2024-02-26,20,26,England,Premier League,Away,Brentford,2,4,West Ham,0,-2
1394,2024-03-02,15,27,England,Premier League,Home,Brentford,2,2,Chelsea,2,0
1395,2024-03-09,17,28,England,Premier League,Away,Brentford,1,2,Arsenal,0,-1
1396,2024-03-16,15,29,England,Premier League,Away,Brentford,1,2,Burnley,0,-1
1397,2024-03-30,20,30,England,Premier League,Home,Brentford,1,1,Man United,2,0
1398,2024-04-03,18,31,England,Premier League,Home,Brentford,0,0,Brighton Hove,2,0
1399,2024-04-06,14,32,England,Premier League,Away,Brentford,3,3,Aston Villa,2,0
1400,2024-04-13,14,33,England,Premier League,Home,Brentford,2,0,Sheffield Utd,1,2
1401,2024-04-20,14,34,England,Premier League,Away,Brentford,5,1,Luton Town,1,4
1402,2024-04-27,16,35,England,Premier League,Away,Brentford,0,1,Everton,0,-1
1403,2024-05-04,14,36,England,Premier League,Home,Brentford,0,0,Fulham,2,0
1404,2024-05-11,14,37,England,Premier League,Away,Brentford,2,1,Bournemouth,1,1
1405,2024-05-19,15,38,England,Premier League,Home,Brentford,2,4,Newcastle,0,-2
1406,2023-08-12,14,1,England,Premier League,Away,West Ham,1,1,Bournemouth,2,0
1407,2023-08-20,15,2,England,Premier League,Home,West Ham,3,1,Chelsea,1,2
1408,2023-08-26,16,3,England,Premier League,Away,West Ham,3,1,Brighton Hove,1,2
1409,2023-09-01,19,4,England,Premier League,Away,West Ham,2,1,Luton Town,1,1
1410,2023-09-16,14,5,England,Premier League,Home,West Ham,1,3,Man City,0,-2
1411,2023-09-24,13,6,England,Premier League,Away,West Ham,1,3,Liverpool,0,-2
1412,2023-09-30,14,7,England,Premier League,Home,West Ham,2,0,Sheffield Utd,1,2
1413,2023-10-08,13,8,England,Premier League,Home,West Ham,2,2,Newcastle,2,0
1414,2023-10-22,15,9,England,Premier League,Away,West Ham,1,4,Aston Villa,0,-3
1415,2023-10-29,13,10,England,Premier League,Home,West Ham,0,1,Everton,0,-1
1416,2023-11-04,15,11,England,Premier League,Away,West Ham,2,3,Brentford,0,-1
1417,2023-11-12,14,12,England,Premier League,Home,West Ham,3,2,Nottingham,1,1
1418,2023-11-25,15,13,England,Premier League,Away,West Ham,2,1,Burnley,1,1
1419,2023-12-03,14,14,England,Premier League,Home,West Ham,1,1,Crystal Palace,2,0
1420,2023-12-07,20,15,England,Premier League,Away,West Ham,2,1,Tottenham,1,1
1421,2023-12-10,14,16,England,Premier League,Away,West Ham,0,5,Fulham,0,-5
1422,2023-12-17,14,17,England,Premier League,Home,West Ham,3,0,Wolverhampton,1,3
1423,2023-12-23,12,18,England,Premier League,Home,West Ham,2,0,Man United,1,2
