,match_week,match_date,match_hour,league,home_id,home_name,away_id,away_name,winner,home_goals,away_goals
706,23,2025-01-26,16,Premier League,58,Aston Villa,563,West Ham,DRAW,1,1
707,24,2025-02-03,20,Premier League,61,Chelsea,563,West Ham,HOME_TEAM,2,1
708,25,2025-02-15,15,Premier League,563,West Ham,402,Brentford,AWAY_TEAM,0,1
709,26,2025-02-22,15,Premier League,57,Arsenal,563,West Ham,AWAY_TEAM,0,1
710,27,2025-02-27,20,Premier League,563,West Ham,338,Leicester City,HOME_TEAM,2,0
711,28,2025-03-10,20,Premier League,563,West Ham,67,Newcastle,AWAY_TEAM,0,1
712,29,2025-03-15,15,Premier League,62,Everton,563,West Ham,DRAW,1,1
713,30,2025-04-01,18,Premier League,76,Wolverhampton,563,West Ham,HOME_TEAM,1,0
714,31,2025-04-05,14,Premier League,563,West Ham,1044,Bournemouth,DRAW,2,2
715,32,2025-04-13,13,Premier League,64,Liverpool,563,West Ham,HOME_TEAM,2,1
716,33,2025-04-19,14,Premier League,563,West Ham,340,Southampton,DRAW,1,1
717,34,2025-04-26,14,Premier League,397,Brighton Hove,563,West Ham,HOME_TEAM,3,2
718,35,2025-05-04,13,Premier League,563,West Ham,73,Tottenham,DRAW,1,1
719,36,2025-05-11,13,Premier League,66,Man United,563,West Ham,AWAY_TEAM,0,2
720,37,2025-05-18,13,Premier League,563,West Ham,351,Nottingham,AWAY_TEAM,1,2
721,38,2025-05-25,15,Premier League,349,Ipswich Town,563,West Ham,AWAY_TEAM,1,3
722,1,2024-08-17,14,Premier League,351,Nottingham,1044,Bournemouth,DRAW,1,1
723,2,2024-08-25,13,Premier League,1044,Bournemouth,67,Newcastle,DRAW,1,1
724,3,2024-08-31,14,Premier League,62,Everton,1044,Bournemouth,AWAY_TEAM,2,3
725,4,2024-09-14,19,Premier League,1044,Bournemouth,61,Chelsea,AWAY_TEAM,0,1
726,5,2024-09-21,14,Premier League,64,Liverpool,1044,Bournemouth,HOME_TEAM,3,0
727,6,2024-09-30,19,Premier League,1044,Bournemouth,340,Southampton,HOME_TEAM,3,1
728,7,2024-10-05,14,Premier League,338,Leicester City,1044,Bournemouth,HOME_TEAM,1,0
729,8,2024-10-19,16,Premier League,1044,Bournemouth,57,Arsenal,HOME_TEAM,2,0
730,9,2024-10-26,14,Premier League,58,Aston Villa,1044,Bournemouth,DRAW,1,1
731,10,2024-11-02,15,Premier League,1044,Bournemouth,65,Man City,HOME_TEAM,2,1
732,11,2024-11-09,15,Premier League,402,Brentford,1044,Bournemouth,HOME_TEAM,3,2
733,12,2024-11-23,15,Premier League,1044,Bournemouth,397,Brighton Hove,AWAY_TEAM,1,2
734,13,2024-11-30,15,Premier League,76,Wolverhampton,1044,Bournemouth,AWAY_TEAM,2,4
735,14,2024-12-05,20,Premier League,1044,Bournemouth,73,Tottenham,HOME_TEAM,1,0
736,15,2024-12-08,14,Premier League,349,Ipswich Town,1044,Bournemouth,AWAY_TEAM,1,2
737,16,2024-12-16,20,Premier League,1044,Bournemouth,563,West Ham,DRAW,1,1
738,17,2024-12-22,14,Premier League,66,Man United,1044,Bournemouth,AWAY_TEAM,0,3
739,18,2024-12-26,15,Premier League,1044,Bournemouth,354,Crystal Palace,DRAW,0,0
740,19,2024-12-29,15,Premier League,63,Fulham,1044,Bournemouth,DRAW,2,2
741,20,2025-01-04,15,Premier League,1044,Bournemouth,62,Everton,HOME_TEAM,1,0
742,21,2025-01-14,19,Premier League,61,Chelsea,1044,Bournemouth,DRAW,2,2
743,22,2025-01-18,12,Premier League,67,Newcastle,1044,Bournemouth,AWAY_TEAM,1,4
744,23,2025-01-25,15,Premier League,1044,Bournemouth,351,Nottingham,HOME_TEAM,5,0
745,24,2025-02-01,15,Premier League,1044,Bournemouth,64,Liverpool,AWAY_TEAM,0,2
746,25,2025-02-15,15,Premier League,340,Southampton,1044,Bournemouth,AWAY_TEAM,1,3
747,26,2025-02-22,15,Premier League,1044,Bournemouth,76,Wolverhampton,AWAY_TEAM,0,1
748,27,2025-02-25,19,Premier League,397,Brighton Hove,1044,Bournemouth,HOME_TEAM,2,1
749,28,2025-03-09,14,Premier League,73,Tottenham,1044,Bournemouth,DRAW,2,2
750,29,2025-03-15,17,Premier League,1044,Bournemouth,402,Brentford,AWAY_TEAM,1,2
751,30,2025-04-02,18,Premier League,1044,Bournemouth,349,Ipswich Town,AWAY_TEAM,1,2
752,31,2025-04-05,14,Premier League,563,West Ham,1044,Bournemouth,DRAW,2,2
753,32,2025-04-14,19,Premier League,1044,Bournemouth,63,Fulham,HOME_TEAM,1,0
754,33,2025-04-19,14,Premier League,354,Crystal Palace,1044,Bournemouth,DRAW,0,0
755,34,2025-04-27,13,Premier League,1044,Bournemouth,66,Man United,DRAW,1,1
756,35,2025-05-03,16,Premier League,57,Arsenal,1044,Bournemouth,AWAY_TEAM,1,2
757,36,2025-05-10,16,Premier League,1044,Bournemouth,58,Aston Villa,AWAY_TEAM,0,1
758,37,2025-05-20,19,Premier League,65,Man City,1044,Bournemouth,HOME_TEAM,3,1
759,38,2025-05-25,15,Premier League,1044,Bournemouth,338,Leicester City,HOME_TEAM,2,0
760,1,2023-08-12,12,Premier League,57,Arsenal,351,Nottingham,HOME_TEAM,2,1
761,2,2023-08-21,19,Premier League,354,Crystal Palace,57,Arsenal,AWAY_TEAM,0,1
762,3,2023-08-26,14,Premier League,57,Arsenal,63,Fulham,DRAW,2,2
763,4,2023-09-03,15,Premier League,57,Arsenal,66,Man United,HOME_TEAM,3,1
764,5,2023-09-17,15,Premier League,62,Everton,57,Arsenal,AWAY_TEAM,0,1
765,6,2023-09-24,13,Premier League,57,Arsenal,73,Tottenham,DRAW,2,2
766,7,2023-09-30,14,Premier League,1044,Bournemouth,57,Arsenal,AWAY_TEAM,0,4
767,8,2023-10-08,15,Premier League,57,Arsenal,65,Man City,HOME_TEAM,1,0
768,9,2023-10-21,16,Premier League,61,Chelsea,57,Arsenal,DRAW,2,2
769,10,2023-10-28,14,Premier League,57,Arsenal,356,Sheffield Utd,HOME_TEAM,5,0
770,11,2023-11-04,17,Premier League,67,Newcastle,57,Arsenal,HOME_TEAM,1,0
771,12,2023-11-11,15,Premier League,57,Arsenal,328,Burnley,HOME_TEAM,3,1
772,13,2023-11-25,17,Premier League,402,Brentford,57,Arsenal,AWAY_TEAM,0,1
773,14,2023-12-02,15,Premier League,57,Arsenal,76,Wolverhampton,HOME_TEAM,2,1
774,15,2023-12-05,20,Premier League,389,Luton Town,57,Arsenal,AWAY_TEAM,3,4
775,16,2023-12-09,17,Premier League,58,Aston Villa,57,Arsenal,HOME_TEAM,1,0
776,17,2023-12-17,14,Premier League,57,Arsenal,397,Brighton Hove,HOME_TEAM,2,0
777,18,2023-12-23,17,Premier League,64,Liverpool,57,Arsenal,DRAW,1,1
778,19,2023-12-28,20,Premier League,57,Arsenal,563,West Ham,AWAY_TEAM,0,2
779,20,2023-12-31,14,Premier League,63,Fulham,57,Arsenal,HOME_TEAM,2,1
780,21,2024-01-20,12,Premier League,57,Arsenal,354,Crystal Palace,HOME_TEAM,5,0
781,22,2024-01-30,19,Premier League,351,Nottingham,57,Arsenal,AWAY_TEAM,1,2
782,23,2024-02-04,16,Premier League,57,Arsenal,64,Liverpool,HOME_TEAM,3,1
783,24,2024-02-11,14,Premier League,563,West Ham,57,Arsenal,AWAY_TEAM,0,6
784,25,2024-02-17,15,Premier League,328,Burnley,57,Arsenal,AWAY_TEAM,0,5
785,26,2024-02-24,20,Premier League,57,Arsenal,67,Newcastle,HOME_TEAM,4,1
786,27,2024-03-04,20,Premier League,356,Sheffield Utd,57,Arsenal,AWAY_TEAM,0,6
787,28,2024-03-09,17,Premier League,57,Arsenal,402,Brentford,HOME_TEAM,2,1
788,30,2024-03-31,15,Premier League,65,Man City,57,Arsenal,DRAW,0,0
789,31,2024-04-03,18,Premier League,57,Arsenal,389,Luton Town,HOME_TEAM,2,0
790,32,2024-04-06,16,Premier League,397,Brighton Hove,57,Arsenal,AWAY_TEAM,0,3
791,33,2024-04-14,15,Premier League,57,Arsenal,58,Aston Villa,AWAY_TEAM,0,2
792,34,2024-04-20,18,Premier League,76,Wolverhampton,57,Arsenal,AWAY_TEAM,0,2
793,29,2024-04-23,19,Premier League,57,Arsenal,61,Chelsea,HOME_TEAM,5,0
794,35,2024-04-28,13,Premier League,73,Tottenham,57,Arsenal,AWAY_TEAM,2,3
795,36,2024-05-04,11,Premier League,57,Arsenal,1044,Bournemouth,HOME_TEAM,3,0
796,37,2024-05-12,15,Premier League,66,Man United,57,Arsenal,AWAY_TEAM,0,1
797,38,2024-05-19,15,Premier League,57,Arsenal,62,Everton,HOME_TEAM,2,1
798,1,2023-08-12,16,Premier League,67,Newcastle,58,Aston Villa,HOME_TEAM,5,1
799,2,2023-08-20,13,Premier League,58,Aston Villa,62,Everton,HOME_TEAM,4,0
800,3,2023-08-27,13,Premier League,328,Burnley,58,Aston Villa,AWAY_TEAM,1,3
801,4,2023-09-03,13,Premier League,64,Liverpool,58,Aston Villa,HOME_TEAM,3,0
802,5,2023-09-16,14,Premier League,58,Aston Villa,354,Crystal Palace,HOME_TEAM,3,1
803,6,2023-09-24,13,Premier League,61,Chelsea,58,Aston Villa,AWAY_TEAM,0,1
804,7,2023-09-30,11,Premier League,58,Aston Villa,397,Brighton Hove,HOME_TEAM,6,1
805,8,2023-10-08,13,Premier League,76,Wolverhampton,58,Aston Villa,DRAW,1,1
806,9,2023-10-22,15,Premier League,58,Aston Villa,563,West Ham,HOME_TEAM,4,1
807,10,2023-10-29,14,Premier League,58,Aston Villa,389,Luton Town,HOME_TEAM,3,1
808,11,2023-11-05,14,Premier League,351,Nottingham,58,Aston Villa,HOME_TEAM,2,0
809,12,2023-11-12,14,Premier League,58,Aston Villa,63,Fulham,HOME_TEAM,3,1
810,13,2023-11-26,14,Premier League,73,Tottenham,58,Aston Villa,AWAY_TEAM,1,2
811,14,2023-12-03,14,Premier League,1044,Bournemouth,58,Aston Villa,DRAW,2,2
812,15,2023-12-06,20,Premier League,58,Aston Villa,65,Man City,HOME_TEAM,1,0
813,16,2023-12-09,17,Premier League,58,Aston Villa,57,Arsenal,HOME_TEAM,1,0
814,17,2023-12-17,14,Premier League,402,Brentford,58,Aston Villa,AWAY_TEAM,1,2
815,18,2023-12-22,20,Premier League,58,Aston Villa,356,Sheffield Utd,DRAW,1,1
816,19,2023-12-26,20,Premier League,66,Man United,58,Aston Villa,HOME_TEAM,3,2
817,20,2023-12-30,15,Premier League,58,Aston Villa,328,Burnley,HOME_TEAM,3,2
818,21,2024-01-14,14,Premier League,62,Everton,58,Aston Villa,DRAW,0,0
819,22,2024-01-30,20,Premier League,58,Aston Villa,67,Newcastle,AWAY_TEAM,1,3
820,23,2024-02-03,17,Premier League,356,Sheffield Utd,58,Aston Villa,AWAY_TEAM,0,5
821,24,2024-02-11,16,Premier League,58,Aston Villa,66,Man United,AWAY_TEAM,1,2
822,25,2024-02-17,15,Premier League,63,Fulham,58,Aston Villa,AWAY_TEAM,1,2
823,26,2024-02-24,15,Premier League,58,Aston Villa,351,Nottingham,HOME_TEAM,4,2
824,27,2024-03-02,17,Premier League,389,Luton Town,58,Aston Villa,AWAY_TEAM,2,3
825,28,2024-03-10,13,Premier League,58,Aston Villa,73,Tottenham,AWAY_TEAM,0,4
826,29,2024-03-17,14,Premier League,563,West Ham,58,Aston Villa,DRAW,1,1
827,30,2024-03-30,17,Premier League,58,Aston Villa,76,Wolverhampton,HOME_TEAM,2,0
828,31,2024-04-03,19,Premier League,65,Man City,58,Aston Villa,HOME_TEAM,4,1
829,32,2024-04-06,14,Premier League,58,Aston Villa,402,Brentford,DRAW,3,3
830,33,2024-04-14,15,Premier League,57,Arsenal,58,Aston Villa,AWAY_TEAM,0,2
831,34,2024-04-21,14,Premier League,58,Aston Villa,1044,Bournemouth,HOME_TEAM,3,1
832,35,2024-04-27,19,Premier League,58,Aston Villa,61,Chelsea,DRAW,2,2
833,36,2024-05-05,13,Premier League,397,Brighton Hove,58,Aston Villa,HOME_TEAM,1,0
834,37,2024-05-13,19,Premier League,58,Aston Villa,64,Liverpool,DRAW,3,3
835,38,2024-05-19,15,Premier League,354,Crystal Palace,58,Aston Villa,HOME_TEAM,5,0
836,1,2023-08-13,15,Premier League,61,Chelsea,64,Liverpool,DRAW,1,1
837,2,2023-08-20,15,Premier League,563,West Ham,61,Chelsea,HOME_TEAM,3,1
838,3,2023-08-25,19,Premier League,61,Chelsea,389,Luton Town,HOME_TEAM,3,0
839,4,2023-09-02,14,Premier League,61,Chelsea,351,Nottingham,AWAY_TEAM,0,1
840,5,2023-09-17,13,Premier League,1044,Bournemouth,61,Chelsea,DRAW,0,0
841,6,2023-09-24,13,Premier League,61,Chelsea,58,Aston Villa,AWAY_TEAM,0,1
842,7,2023-10-02,19,Premier League,63,Fulham,61,Chelsea,AWAY_TEAM,0,2
843,8,2023-10-07,14,Premier League,328,Burnley,61,Chelsea,AWAY_TEAM,1,4
844,9,2023-10-21,16,Premier League,61,Chelsea,57,Arsenal,DRAW,2,2
845,10,2023-10-28,11,Premier League,61,Chelsea,402,Brentford,AWAY_TEAM,0,2
846,11,2023-11-06,20,Premier League,73,Tottenham,61,Chelsea,AWAY_TEAM,1,4
847,12,2023-11-12,16,Premier League,61,Chelsea,65,Man City,DRAW,4,4
848,13,2023-11-25,15,Premier League,67,Newcastle,61,Chelsea,HOME_TEAM,4,1
849,14,2023-12-03,14,Premier League,61,Chelsea,397,Brighton Hove,HOME_TEAM,3,2
850,15,2023-12-06,20,Premier League,66,Man United,61,Chelsea,HOME_TEAM,2,1
851,16,2023-12-10,14,Premier League,62,Everton,61,Chelsea,HOME_TEAM,2,0
852,17,2023-12-16,15,Premier League,61,Chelsea,356,Sheffield Utd,HOME_TEAM,2,0
853,18,2023-12-24,13,Premier League,76,Wolverhampton,61,Chelsea,HOME_TEAM,2,1
854,19,2023-12-27,19,Premier League,61,Chelsea,354,Crystal Palace,HOME_TEAM,2,1
855,20,2023-12-30,12,Premier League,389,Luton Town,61,Chelsea,AWAY_TEAM,2,3
856,21,2024-01-13,12,Premier League,61,Chelsea,63,Fulham,HOME_TEAM,1,0
857,22,2024-01-31,20,Premier League,64,Liverpool,61,Chelsea,HOME_TEAM,4,1
858,23,2024-02-04,14,Premier League,61,Chelsea,76,Wolverhampton,AWAY_TEAM,2,4
859,24,2024-02-12,20,Premier League,354,Crystal Palace,61,Chelsea,AWAY_TEAM,1,3
860,25,2024-02-17,17,Premier League,65,Man City,61,Chelsea,DRAW,1,1
861,27,2024-03-02,15,Premier League,402,Brentford,61,Chelsea,DRAW,2,2
862,28,2024-03-11,20,Premier League,61,Chelsea,67,Newcastle,HOME_TEAM,3,2
863,30,2024-03-30,15,Premier League,61,Chelsea,328,Burnley,DRAW,2,2
864,31,2024-04-04,19,Premier League,61,Chelsea,66,Man United,HOME_TEAM,4,3
865,32,2024-04-07,16,Premier League,356,Sheffield Utd,61,Chelsea,DRAW,2,2
866,33,2024-04-15,19,Premier League,61,Chelsea,62,Everton,HOME_TEAM,6,0
867,29,2024-04-23,19,Premier League,57,Arsenal,61,Chelsea,HOME_TEAM,5,0
868,35,2024-04-27,19,Premier League,58,Aston Villa,61,Chelsea,DRAW,2,2
869,26,2024-05-02,18,Premier League,61,Chelsea,73,Tottenham,HOME_TEAM,2,0
870,36,2024-05-05,13,Premier League,61,Chelsea,563,West Ham,HOME_TEAM,5,0
871,37,2024-05-11,16,Premier League,351,Nottingham,61,Chelsea,AWAY_TEAM,2,3
872,34,2024-05-15,18,Premier League,397,Brighton Hove,61,Chelsea,AWAY_TEAM,1,2
873,38,2024-05-19,15,Premier League,61,Chelsea,1044,Bournemouth,HOME_TEAM,2,1
874,1,2023-08-12,14,Premier League,62,Everton,63,Fulham,AWAY_TEAM,0,1
875,2,2023-08-20,13,Premier League,58,Aston Villa,62,Everton,HOME_TEAM,4,0
876,3,2023-08-26,14,Premier League,62,Everton,76,Wolverhampton,AWAY_TEAM,0,1
877,4,2023-09-02,11,Premier League,356,Sheffield Utd,62,Everton,DRAW,2,2
878,5,2023-09-17,15,Premier League,62,Everton,57,Arsenal,AWAY_TEAM,0,1
879,6,2023-09-23,16,Premier League,402,Brentford,62,Everton,AWAY_TEAM,1,3
880,7,2023-09-30,14,Premier League,62,Everton,389,Luton Town,AWAY_TEAM,1,2
881,8,2023-10-07,14,Premier League,62,Everton,1044,Bournemouth,HOME_TEAM,3,0
882,9,2023-10-21,11,Premier League,64,Liverpool,62,Everton,HOME_TEAM,2,0
883,10,2023-10-29,13,Premier League,563,West Ham,62,Everton,AWAY_TEAM,0,1
884,11,2023-11-04,15,Premier League,62,Everton,397,Brighton Hove,DRAW,1,1
885,12,2023-11-11,15,Premier League,354,Crystal Palace,62,Everton,AWAY_TEAM,2,3
886,13,2023-11-26,16,Premier League,62,Everton,66,Man United,AWAY_TEAM,0,3
887,14,2023-12-02,17,Premier League,351,Nottingham,62,Everton,AWAY_TEAM,0,1
888,15,2023-12-07,19,Premier League,62,Everton,67,Newcastle,HOME_TEAM,3,0
889,16,2023-12-10,14,Premier League,62,Everton,61,Chelsea,HOME_TEAM,2,0
890,17,2023-12-16,17,Premier League,328,Burnley,62,Everton,AWAY_TEAM,0,2
891,18,2023-12-23,15,Premier League,73,Tottenham,62,Everton,HOME_TEAM,2,1
892,19,2023-12-27,20,Premier League,62,Everton,65,Man City,AWAY_TEAM,1,3
893,20,2023-12-30,15,Premier League,76,Wolverhampton,62,Everton,HOME_TEAM,3,0
894,21,2024-01-14,14,Premier League,62,Everton,58,Aston Villa,DRAW,0,0
895,22,2024-01-30,19,Premier League,63,Fulham,62,Everton,DRAW,0,0
896,23,2024-02-03,12,Premier League,62,Everton,73,Tottenham,DRAW,2,2
897,24,2024-02-10,12,Premier League,65,Man City,62,Everton,HOME_TEAM,2,0
898,25,2024-02-19,20,Premier League,62,Everton,354,Crystal Palace,DRAW,1,1
899,26,2024-02-24,15,Premier League,397,Brighton Hove,62,Everton,DRAW,1,1
900,27,2024-03-02,15,Premier League,62,Everton,563,West Ham,AWAY_TEAM,1,3
901,28,2024-03-09,12,Premier League,66,Man United,62,Everton,HOME_TEAM,2,0
902,30,2024-03-30,15,Premier League,1044,Bournemouth,62,Everton,HOME_TEAM,2,1
903,31,2024-04-02,18,Premier League,67,Newcastle,62,Everton,DRAW,1,1
904,32,2024-04-06,14,Premier League,62,Everton,328,Burnley,HOME_TEAM,1,0
905,33,2024-04-15,19,Premier League,61,Chelsea,62,Everton,HOME_TEAM,6,0
906,34,2024-04-21,12,Premier League,62,Everton,351,Nottingham,HOME_TEAM,2,0
907,29,2024-04-24,19,Premier League,62,Everton,64,Liverpool,HOME_TEAM,2,0
908,35,2024-04-27,16,Premier League,62,Everton,402,Brentford,HOME_TEAM,1,0
909,36,2024-05-03,19,Premier League,389,Luton Town,62,Everton,DRAW,1,1
910,37,2024-05-11,14,Premier League,62,Everton,356,Sheffield Utd,HOME_TEAM,1,0
911,38,2024-05-19,15,Premier League,57,Arsenal,62,Everton,HOME_TEAM,2,1
912,1,2023-08-12,14,Premier League,62,Everton,63,Fulham,AWAY_TEAM,0,1
913,2,2023-08-19,14,Premier League,63,Fulham,402,Brentford,AWAY_TEAM,0,3
914,3,2023-08-26,14,Premier League,57,Arsenal,63,Fulham,DRAW,2,2
915,4,2023-09-02,14,Premier League,65,Man City,63,Fulham,HOME_TEAM,5,1
916,5,2023-09-16,14,Premier League,63,Fulham,389,Luton Town,HOME_TEAM,1,0
917,6,2023-09-23,14,Premier League,354,Crystal Palace,63,Fulham,DRAW,0,0
918,7,2023-10-02,19,Premier League,63,Fulham,61,Chelsea,AWAY_TEAM,0,2
919,8,2023-10-07,14,Premier League,63,Fulham,356,Sheffield Utd,HOME_TEAM,3,1
920,9,2023-10-23,19,Premier League,73,Tottenham,63,Fulham,HOME_TEAM,2,0
921,10,2023-10-29,14,Premier League,397,Brighton Hove,63,Fulham,DRAW,1,1
922,11,2023-11-04,12,Premier League,63,Fulham,66,Man United,AWAY_TEAM,0,1
923,12,2023-11-12,14,Premier League,58,Aston Villa,63,Fulham,HOME_TEAM,3,1
924,13,2023-11-27,20,Premier League,63,Fulham,76,Wolverhampton,HOME_TEAM,3,2
925,14,2023-12-03,14,Premier League,64,Liverpool,63,Fulham,HOME_TEAM,4,3
926,15,2023-12-06,19,Premier League,63,Fulham,351,Nottingham,HOME_TEAM,5,0
927,16,2023-12-10,14,Premier League,63,Fulham,563,West Ham,HOME_TEAM,5,0
928,17,2023-12-16,15,Premier League,67,Newcastle,63,Fulham,HOME_TEAM,3,0
929,18,2023-12-23,15,Premier League,63,Fulham,328,Burnley,AWAY_TEAM,0,2
930,19,2023-12-26,15,Premier League,1044,Bournemouth,63,Fulham,HOME_TEAM,3,0
931,20,2023-12-31,14,Premier League,63,Fulham,57,Arsenal,HOME_TEAM,2,1
932,21,2024-01-13,12,Premier League,61,Chelsea,63,Fulham,HOME_TEAM,1,0
933,22,2024-01-30,19,Premier League,63,Fulham,62,Everton,DRAW,0,0
934,23,2024-02-03,15,Premier League,328,Burnley,63,Fulham,DRAW,2,2
935,24,2024-02-10,15,Premier League,63,Fulham,1044,Bournemouth,HOME_TEAM,3,1
936,25,2024-02-17,15,Premier League,63,Fulham,58,Aston Villa,AWAY_TEAM,1,2
937,26,2024-02-24,15,Premier League,66,Man United,63,Fulham,AWAY_TEAM,1,2
938,27,2024-03-02,15,Premier League,63,Fulham,397,Brighton Hove,HOME_TEAM,3,0
939,28,2024-03-09,15,Premier League,76,Wolverhampton,63,Fulham,HOME_TEAM,2,1
940,29,2024-03-16,17,Premier League,63,Fulham,73,Tottenham,HOME_TEAM,3,0
941,30,2024-03-30,15,Premier League,356,Sheffield Utd,63,Fulham,DRAW,3,3
942,31,2024-04-02,18,Premier League,351,Nottingham,63,Fulham,HOME_TEAM,3,1
943,32,2024-04-06,14,Premier League,63,Fulham,67,Newcastle,AWAY_TEAM,0,1
944,33,2024-04-14,13,Premier League,563,West Ham,63,Fulham,AWAY_TEAM,0,2
945,34,2024-04-21,15,Premier League,63,Fulham,64,Liverpool,AWAY_TEAM,1,3
946,35,2024-04-27,14,Premier League,63,Fulham,354,Crystal Palace,DRAW,1,1
947,36,2024-05-04,14,Premier League,402,Brentford,63,Fulham,DRAW,0,0
948,37,2024-05-11,11,Premier League,63,Fulham,65,Man City,AWAY_TEAM,0,4
949,38,2024-05-19,15,Premier League,389,Luton Town,63,Fulham,AWAY_TEAM,2,4
950,1,2023-08-13,15,Premier League,61,Chelsea,64,Liverpool,DRAW,1,1
951,2,2023-08-19,14,Premier League,64,Liverpool,1044,Bournemouth,HOME_TEAM,3,1
952,3,2023-08-27,15,Premier League,67,Newcastle,64,Liverpool,AWAY_TEAM,1,2
953,4,2023-09-03,13,Premier League,64,Liverpool,58,Aston Villa,HOME_TEAM,3,0
954,5,2023-09-16,11,Premier League,76,Wolverhampton,64,Liverpool,AWAY_TEAM,1,3
955,6,2023-09-24,13,Premier League,64,Liverpool,563,West Ham,HOME_TEAM,3,1
956,7,2023-09-30,16,Premier League,73,Tottenham,64,Liverpool,HOME_TEAM,2,1
957,8,2023-10-08,13,Premier League,397,Brighton Hove,64,Liverpool,DRAW,2,2
958,9,2023-10-21,11,Premier League,64,Liverpool,62,Everton,HOME_TEAM,2,0
959,10,2023-10-29,14,Premier League,64,Liverpool,351,Nottingham,HOME_TEAM,3,0
960,11,2023-11-05,16,Premier League,389,Luton Town,64,Liverpool,DRAW,1,1
961,12,2023-11-12,14,Premier League,64,Liverpool,402,Brentford,HOME_TEAM,3,0
962,13,2023-11-25,12,Premier League,65,Man City,64,Liverpool,DRAW,1,1
963,14,2023-12-03,14,Premier League,64,Liverpool,63,Fulham,HOME_TEAM,4,3
964,15,2023-12-06,19,Premier League,356,Sheffield Utd,64,Liverpool,AWAY_TEAM,0,2
965,16,2023-12-09,12,Premier League,354,Crystal Palace,64,Liverpool,AWAY_TEAM,1,2
966,17,2023-12-17,16,Premier League,64,Liverpool,66,Man United,DRAW,0,0
967,18,2023-12-23,17,Premier League,64,Liverpool,57,Arsenal,DRAW,1,1
968,19,2023-12-26,17,Premier League,328,Burnley,64,Liverpool,AWAY_TEAM,0,2
969,20,2024-01-01,20,Premier League,64,Liverpool,67,Newcastle,HOME_TEAM,4,2
970,21,2024-01-21,16,Premier League,1044,Bournemouth,64,Liverpool,AWAY_TEAM,0,4
971,22,2024-01-31,20,Premier League,64,Liverpool,61,Chelsea,HOME_TEAM,4,1
972,23,2024-02-04,16,Premier League,57,Arsenal,64,Liverpool,HOME_TEAM,3,1
973,24,2024-02-10,15,Premier League,64,Liverpool,328,Burnley,HOME_TEAM,3,1
974,25,2024-02-17,12,Premier League,402,Brentford,64,Liverpool,AWAY_TEAM,1,4
975,26,2024-02-21,19,Premier League,64,Liverpool,389,Luton Town,HOME_TEAM,4,1
976,27,2024-03-02,15,Premier League,351,Nottingham,64,Liverpool,AWAY_TEAM,0,1
977,28,2024-03-10,15,Premier League,64,Liverpool,65,Man City,DRAW,1,1
978,30,2024-03-31,13,Premier League,64,Liverpool,397,Brighton Hove,HOME_TEAM,2,1
979,31,2024-04-04,18,Premier League,64,Liverpool,356,Sheffield Utd,HOME_TEAM,3,1
980,32,2024-04-07,14,Premier League,66,Man United,64,Liverpool,DRAW,2,2
981,33,2024-04-14,13,Premier League,64,Liverpool,354,Crystal Palace,AWAY_TEAM,0,1
982,34,2024-04-21,15,Premier League,63,Fulham,64,Liverpool,AWAY_TEAM,1,3
983,29,2024-04-24,19,Premier League,62,Everton,64,Liverpool,HOME_TEAM,2,0
984,35,2024-04-27,11,Premier League,563,West Ham,64,Liverpool,DRAW,2,2
985,36,2024-05-05,15,Premier League,64,Liverpool,73,Tottenham,HOME_TEAM,4,2
986,37,2024-05-13,19,Premier League,58,Aston Villa,64,Liverpool,DRAW,3,3
987,38,2024-05-19,15,Premier League,64,Liverpool,76,Wolverhampton,HOME_TEAM,2,0
988,1,2023-08-11,19,Premier League,328,Burnley,65,Man City,AWAY_TEAM,0,3
989,2,2023-08-19,19,Premier League,65,Man City,67,Newcastle,HOME_TEAM,1,0
990,3,2023-08-27,13,Premier League,356,Sheffield Utd,65,Man City,AWAY_TEAM,1,2
991,4,2023-09-02,14,Premier League,65,Man City,63,Fulham,HOME_TEAM,5,1
992,5,2023-09-16,14,Premier League,563,West Ham,65,Man City,AWAY_TEAM,1,3
993,6,2023-09-23,14,Premier League,65,Man City,351,Nottingham,HOME_TEAM,2,0
994,7,2023-09-30,14,Premier League,76,Wolverhampton,65,Man City,HOME_TEAM,2,1
995,8,2023-10-08,15,Premier League,57,Arsenal,65,Man City,HOME_TEAM,1,0
996,9,2023-10-21,14,Premier League,65,Man City,397,Brighton Hove,HOME_TEAM,2,1
997,10,2023-10-29,15,Premier League,66,Man United,65,Man City,AWAY_TEAM,0,3
998,11,2023-11-04,15,Premier League,65,Man City,1044,Bournemouth,HOME_TEAM,6,1
999,12,2023-11-12,16,Premier League,61,Chelsea,65,Man City,DRAW,4,4
1000,13,2023-11-25,12,Premier League,65,Man City,64,Liverpool,DRAW,1,1
1001,14,2023-12-03,16,Premier League,65,Man City,73,Tottenham,DRAW,3,3
1002,15,2023-12-06,20,Premier League,58,Aston Villa,65,Man City,HOME_TEAM,1,0
1003,16,2023-12-10,14,Premier League,389,Luton Town,65,Man City,AWAY_TEAM,1,2
1004,17,2023-12-16,15,Premier League,65,Man City,354,Crystal Palace,DRAW,2,2
1005,19,2023-12-27,20,Premier League,62,Everton,65,Man City,AWAY_TEAM,1,3
