,match_week,match_date,match_hour,league,home_id,home_name,away_id,away_name,winner,home_goals,away_goals
2686,27,2024-03-02,19,Serie A,586,Torino,99,Fiorentina,DRAW,0,0
2687,28,2024-03-08,19,Serie A,113,Napoli,586,Torino,DRAW,1,1
2688,29,2024-03-16,14,Serie A,115,Udinese,586,Torino,AWAY_TEAM,0,2
2689,30,2024-03-30,14,Serie A,586,Torino,5911,Monza,HOME_TEAM,1,0
2690,31,2024-04-06,18,Serie A,445,Empoli,586,Torino,HOME_TEAM,3,2
2691,32,2024-04-13,16,Serie A,586,Torino,109,Juventus,DRAW,0,0
2692,33,2024-04-21,13,Serie A,586,Torino,470,Frosinone,DRAW,0,0
2693,34,2024-04-28,10,Serie A,108,Inter,586,Torino,HOME_TEAM,2,0
2694,35,2024-05-03,18,Serie A,586,Torino,103,Bologna,DRAW,0,0
2695,36,2024-05-12,13,Serie A,450,Verona,586,Torino,AWAY_TEAM,1,2
2696,37,2024-05-18,18,Serie A,586,Torino,98,Milan,HOME_TEAM,3,1
2697,38,2024-05-26,16,Serie A,102,Atalanta,586,Torino,HOME_TEAM,3,0
2698,1,2023-08-20,18,Serie A,5890,Lecce,110,Lazio,HOME_TEAM,2,1
2699,2,2023-08-27,16,Serie A,99,Fiorentina,5890,Lecce,DRAW,2,2
2700,3,2023-09-03,18,Serie A,5890,Lecce,455,Salernitana,HOME_TEAM,2,0
2701,4,2023-09-17,13,Serie A,5911,Monza,5890,Lecce,DRAW,1,1
2702,5,2023-09-22,18,Serie A,5890,Lecce,107,Genoa,HOME_TEAM,1,0
2703,6,2023-09-26,18,Serie A,109,Juventus,5890,Lecce,HOME_TEAM,1,0
2704,7,2023-09-30,13,Serie A,5890,Lecce,113,Napoli,AWAY_TEAM,0,4
2705,8,2023-10-06,18,Serie A,5890,Lecce,471,Sassuolo,DRAW,1,1
2706,9,2023-10-23,16,Serie A,115,Udinese,5890,Lecce,DRAW,1,1
2707,10,2023-10-28,16,Serie A,5890,Lecce,586,Torino,AWAY_TEAM,0,1
2708,11,2023-11-05,17,Serie A,100,Roma,5890,Lecce,HOME_TEAM,2,1
2709,12,2023-11-11,14,Serie A,5890,Lecce,98,Milan,DRAW,2,2
2710,13,2023-11-27,17,Serie A,450,Verona,5890,Lecce,DRAW,2,2
2711,14,2023-12-03,11,Serie A,5890,Lecce,103,Bologna,DRAW,1,1
2712,15,2023-12-11,17,Serie A,445,Empoli,5890,Lecce,DRAW,1,1
2713,16,2023-12-16,14,Serie A,5890,Lecce,470,Frosinone,HOME_TEAM,2,1
2714,17,2023-12-23,17,Serie A,108,Inter,5890,Lecce,HOME_TEAM,2,0
2715,18,2023-12-30,11,Serie A,102,Atalanta,5890,Lecce,HOME_TEAM,1,0
2716,19,2024-01-06,17,Serie A,5890,Lecce,104,Cagliari,DRAW,1,1
2717,20,2024-01-14,11,Serie A,110,Lazio,5890,Lecce,HOME_TEAM,1,0
2718,21,2024-01-21,19,Serie A,5890,Lecce,109,Juventus,AWAY_TEAM,0,3
2719,22,2024-01-28,11,Serie A,107,Genoa,5890,Lecce,HOME_TEAM,2,1
2720,23,2024-02-02,19,Serie A,5890,Lecce,99,Fiorentina,HOME_TEAM,3,2
2721,24,2024-02-11,14,Serie A,103,Bologna,5890,Lecce,HOME_TEAM,4,0
2722,25,2024-02-16,18,Serie A,586,Torino,5890,Lecce,HOME_TEAM,2,0
2723,26,2024-02-25,17,Serie A,5890,Lecce,108,Inter,AWAY_TEAM,0,4
2724,27,2024-03-03,14,Serie A,470,Frosinone,5890,Lecce,DRAW,1,1
2725,28,2024-03-10,11,Serie A,5890,Lecce,450,Verona,AWAY_TEAM,0,1
2726,29,2024-03-16,17,Serie A,455,Salernitana,5890,Lecce,AWAY_TEAM,0,1
2727,30,2024-04-01,16,Serie A,5890,Lecce,100,Roma,DRAW,0,0
2728,31,2024-04-06,13,Serie A,98,Milan,5890,Lecce,HOME_TEAM,3,0
2729,32,2024-04-13,13,Serie A,5890,Lecce,445,Empoli,HOME_TEAM,1,0
2730,33,2024-04-21,10,Serie A,471,Sassuolo,5890,Lecce,AWAY_TEAM,0,3
2731,34,2024-04-27,13,Serie A,5890,Lecce,5911,Monza,DRAW,1,1
2732,35,2024-05-05,10,Serie A,104,Cagliari,5890,Lecce,DRAW,1,1
2733,36,2024-05-13,16,Serie A,5890,Lecce,115,Udinese,AWAY_TEAM,0,2
2734,37,2024-05-18,16,Serie A,5890,Lecce,102,Atalanta,AWAY_TEAM,0,2
2735,38,2024-05-26,16,Serie A,113,Napoli,5890,Lecce,DRAW,0,0
